"time","stim","cond","vp","lex_cond","err","freq","ope","group_num","npix","lex_num"
587.48,"Erhob","40%","NE2611","W",1,0.301029996,393,1,726.9568627451,1
615.93,"Erron","0%","NE2611","PW",0,0,368,0.5,652.50588235294,0
1501.2,"Esche","40%","NE2611","W",0,0.301029996,345,1,705.63921568627,1
602.57,"Estis","40%","NE2611","PW",0,0,376,0.5,647.99607843137,0
650.68,"Faand","0%","NE2611","PW",0,0,372,0.5,704.46274509804,0
524.95,"Fähig","20%","NE2611","W",0,1.113943352,444,1,723.86274509804,1
715.65,"Fange","20%","NE2611","W",0,1.113943352,370,1,712.71764705882,1
669.51,"Faser","20%","NE2611","W",0,1.301029996,353,1,639.49411764706,1
585.58,"Fbrvj","20%","NE2611","CS",0,0,499,0,637.25490196078,0
551.51,"Feind","0%","NE2611","W",0,3.151982395,402,1,675.43529411765,1
945.57,"Fgnkt","40%","NE2611","CS",1,0,436,0,716.94117647059,0
508.07,"Fhßzn","0%","NE2611","CS",0,0,407,0,712.41176470588,0
488.19,"Finne","40%","NE2611","W",1,0.602059991,366,1,642.98039215686,1
623.47,"Flaßo","40%","NE2611","PW",0,0,439,0.5,678.23921568627,0
784.46,"Fleem","40%","NE2611","PW",0,0,441,0.5,683.6,0
1110.92,"Flnll","40%","NE2611","CS",0,0,494,0,601.93333333333,0
561.28,"Flxqr","20%","NE2611","CS",0,0,467,0,652.8431372549,0
436.44,"Fnllt","40%","NE2611","CS",0,0,449,0,608.98431372549,0
775.61,"Fraat","0%","NE2611","PW",0,0,377,0.5,628.18431372549,0
612.61,"Frage","0%","NE2611","W",0,3.741466762,401,1,686.57647058824,1
516.02,"Frzhq","0%","NE2611","CS",0,0,426,0,691.65098039216,0
896.01,"Fünft","40%","NE2611","W",1,0.301029996,409,1,664.63137254902,1
648.33,"Funke","20%","NE2611","W",0,1.579783597,368,1,681.7568627451,1
965.17,"Garda","40%","NE2611","PW",0,0,393,0.5,704.79215686275,0
727.88,"Gäsäs","20%","NE2611","PW",0,0,381,0.5,724.60392156863,0
539.24,"Gehst","0%","NE2611","W",0,2.73239376,385,1,697.31764705882,1
863.27,"Geile","20%","NE2611","W",0,1.505149978,420,1,642.74901960784,1
493.42,"Georg","20%","NE2611","W",0,1.785329835,431,1,710.10196078431,1
975.37,"Geren","40%","NE2611","PW",0,0,363,0.5,672.52549019608,0
688.65,"Gifte","20%","NE2611","W",0,1.579783597,434,1,648.69411764706,1
649.2,"Glanz","0%","NE2611","W",0,2.181843588,415,1,657.34509803922,1
903.52,"Glott","40%","NE2611","PW",0,0,445,0.5,637.49803921569,0
546.34,"Gmbpg","20%","NE2611","CS",0,0,522,0,846.63921568627,0
562.22,"Gnodo","0%","NE2611","PW",0,0,402,0.5,725.0431372549,0
732.75,"Gockt","0%","NE2611","PW",0,0,412,0.5,681.23529411765,0
1291.63,"Goten","20%","NE2611","W",1,1.342422681,370,1,677.94509803922,1
459.32,"Grace","0%","NE2611","W",0,2.567026366,374,1,655.87843137255,1
725.43,"Gräme","40%","NE2611","W",1,0.602059991,431,1,728.09803921569,1
1048.28,"Grell","40%","NE2611","W",1,0.301029996,489,1,625.02745098039,1
671.93,"Grenu","20%","NE2611","PW",0,0,394,0.5,664.21176470588,0
735.27,"Groll","20%","NE2611","W",0,1.944482672,492,1,621.98823529412,1
620.38,"Grsbt","20%","NE2611","CS",0,0,423,0,679.79215686275,0
659.09,"Grube","0%","NE2611","W",0,2.089905111,398,1,691.69019607843,1
1975.47,"Gryvs","40%","NE2611","CS",0,0,480,0,654.43529411765,0
621.76,"Gstcn","40%","NE2611","CS",0,0,381,0,661.90196078431,0
547.24,"Guhst","0%","NE2611","PW",0,0,394,0.5,689.00392156863,0
819.12,"Gvsdn","40%","NE2611","CS",0,0,432,0,701.29803921569,0
490.71,"Haare","0%","NE2611","W",0,3.195068996,330,1,684.74901960784,1
1270.85,"Hades","20%","NE2611","W",1,1.785329835,342,1,738.94117647059,1
2138.49,"Hamed","40%","NE2611","W",0,0.301029996,396,1,781.54509803922,1
529.8,"Hängt","0%","NE2611","W",0,2.178976947,392,1,757.38431372549,1
715.98,"Harta","20%","NE2611","PW",0,0,348,0.5,669.03529411765,0
618.5,"Hauch","0%","NE2611","W",0,2.071882007,344,1,708.91764705882,1
494.5,"Heber","40%","NE2611","W",1,0.301029996,358,1,714.38431372549,1
719.3,"Hecht","20%","NE2611","W",1,1.505149978,357,1,701.61176470588,1
708,"Hefen","20%","NE2611","PW",1,0,354,0.5,709.97254901961,0
830.99,"Heizt","40%","NE2611","W",1,0.477121255,365,1,647.6862745098,1
824.65,"Helga","20%","NE2611","W",0,1.556302501,411,1,728.83529411765,1
1650.86,"Hemmt","40%","NE2611","W",1,0.477121255,426,1,768.65882352941,1
1403.75,"Hesst","20%","NE2611","PW",0,0,344,0.5,684.4,0
788.17,"Hifin","20%","NE2611","PW",0,0,428,0.5,651.54117647059,0
678.43,"Hiiri","20%","NE2611","PW",0,0,446,0.5,597.29019607843,0
649.98,"Hillt","40%","NE2611","PW",1,0,463,0.5,618.65098039216,0
727.81,"Hinab","40%","NE2611","W",1,0.602059991,383,1,711.21568627451,1
540.34,"Hktzg","0%","NE2611","CS",0,0,434,0,739.32941176471,0
637.39,"Hoffe","0%","NE2611","W",0,2.123851641,394,1,703.85882352941,1
721.77,"Holde","40%","NE2611","W",1,0.77815125,391,1,717.72941176471,1
634.24,"Hordo","0%","NE2611","PW",0,0,375,0.5,713.28235294118,0
627.03,"Hörst","0%","NE2611","W",0,3.079181246,372,1,681.22745098039,1
416.99,"Hqkßq","0%","NE2611","CS",0,0,491,0,847.34901960784,0
551.56,"Hsttz","0%","NE2611","CS",0,0,364,0,656.69019607843,0
878.73,"Hubun","0%","NE2611","PW",0,0,360,0.5,723.89803921569,0
568.32,"Hupen","0%","NE2611","W",0,2.10720997,367,1,744.53725490196,1
761.21,"Igeln","40%","NE2611","W",1,0.477121255,483,1,662.62352941177,1
649.31,"Immer","0%","NE2611","W",0,3.362293938,490,1,691.92549019608,1
627,"Insel","0%","NE2611","W",1,3.300812794,442,1,615.54117647059,1
813.4,"Isaak","20%","NE2611","W",1,1.204119983,424,1,655.99215686275,1
791.22,"Islam","20%","NE2611","W",0,1.939519253,482,1,651.58431372549,1
610.29,"Japan","0%","NE2611","W",0,2.803457116,413,1,694.76862745098,1
863.97,"Jatan","40%","NE2611","PW",0,0,386,0.5,637.28235294118,0
475.6,"Jdggr","0%","NE2611","CS",0,0,517,0,746.63529411765,0
1530.72,"Jegst","40%","NE2611","PW",0,0,436,0.5,673.58823529412,0
701.69,"Jones","0%","NE2611","W",0,2.957607287,374,1,645.64705882353,1
591.02,"Jötzt","0%","NE2611","PW",0,0,421,0.5,619.79607843137,0
594.15,"Jrgll","20%","NE2611","CS",0,0,551,0,624.09803921569,0
781.92,"Jüdin","20%","NE2611","W",0,1.602059991,457,1,669.61568627451,1
729.68,"Juwel","20%","NE2611","W",0,1.770852012,476,1,635.20784313725,1
1647.12,"Kadis","40%","NE2611","W",1,0.301029996,390,1,697.21568627451,1
571.71,"Kafka","40%","NE2611","W",1,0.903089987,400,1,715.14901960784,1
1103.46,"Kämme","40%","NE2611","W",0,0.954242509,426,1,791.29803921569,1
1002.2,"Karat","20%","NE2611","W",0,1.672097858,357,1,656.52549019608,1
540.55,"Kauft","20%","NE2611","W",0,1.903089987,386,1,671.37254901961,1
617.06,"Kccst","40%","NE2611","CS",0,0,363,0,647.21960784314,0
711.49,"Kemet","20%","NE2611","PW",0,0,387,0.5,718.99215686275,0
915.16,"Keppe","20%","NE2611","PW",0,0,404,0.5,780.14509803922,0
718.87,"Kfhrt","20%","NE2611","CS",0,0,428,0,678.40784313725,0
554.36,"Kfnnt","0%","NE2611","CS",0,0,396,0,683.71764705882,0
619.37,"Khans","40%","NE2611","W",1,0.698970004,361,1,716.77647058824,1
550.05,"Kiksi","0%","NE2611","PW",0,0,444,0.5,653.5137254902,0
788.83,"Kimme","40%","NE2611","W",0,0.477121255,452,1,742.64705882353,1
587.79,"Klcmm","40%","NE2611","CS",0,0,490,0,734.5137254902,0
615.83,"Klebe","40%","NE2611","W",0,0.477121255,404,1,703.28235294118,1
760.76,"Klima","20%","NE2611","W",0,1.995635195,462,1,682.63137254902,1
541.13,"Klmpl","0%","NE2611","CS",1,0,532,0,730.94901960784,0
1732.58,"Knllx","40%","NE2611","CS",0,0,455,0,643.30196078431,0
739.51,"Knnns","20%","NE2611","CS",0,0,344,0,698.00784313725,0
1170.83,"Knote","40%","NE2611","W",0,0.477121255,356,1,679.81568627451,1
697.07,"Kohlo","0%","NE2611","PW",0,0,406,0.5,690.5568627451,0
693.21,"Köhns","40%","NE2611","PW",0,0,369,0.5,733.37254901961,0
703.44,"Komme","0%","NE2611","W",0,2.494154594,422,1,768.82352941176,1
795.28,"Kömst","40%","NE2611","PW",0,0,416,0.5,730.99607843137,0
558.15,"König","0%","NE2611","W",0,3.448087667,436,1,728.43921568627,1
520.42,"Könnt","0%","NE2611","W",0,2.674861141,369,1,701.32549019608,1
546.7,"Köpfe","0%","NE2611","W",0,2.662757832,422,1,753.76862745098,1
1870.06,"Krana","40%","NE2611","PW",0,0,364,0.5,674.20784313725,0
752.43,"Krönt","40%","NE2611","W",1,0.477121255,396,1,675.18431372549,1
831.68,"Krvmj","40%","NE2611","CS",0,0,522,0,674.25490196078,0
735.78,"Kufen","40%","NE2611","W",1,0.698970004,374,1,689.14901960784,1
631.75,"Kunst","0%","NE2611","W",0,2.850646235,358,1,670.0431372549,1
591.4,"Kurde","40%","NE2611","W",1,0.77815125,374,1,698.53725490196,1
833.38,"Kvnns","40%","NE2611","CS",0,0,376,0,670.7137254902,0
592.37,"Kzchm","20%","NE2611","CS",0,0,416,0,726.42745098039,0
540.84,"Kzsts","0%","NE2611","CS",0,0,363,0,655.39607843137,0
640.35,"Lädst","20%","NE2611","W",1,1.176091259,417,1,693.01568627451,1
1430.48,"Lähmt","40%","NE2611","W",0,0.477121255,446,1,723.99607843137,1
609.59,"Ländä","0%","NE2611","PW",0,0,415,0.5,734.63137254902,0
642.51,"Laser","0%","NE2611","W",0,2.017033339,378,1,630.60392156863,1
810.13,"Lbbst","40%","NE2611","CS",0,0,432,0,698.05098039216,0
468.46,"Lbstj","40%","NE2611","CS",0,0,499,0,657.65098039216,0
699.34,"Lczrs","40%","NE2611","CS",0,0,388,0,599.61960784314,0
568.51,"Leber","0%","NE2611","W",0,2.532754379,397,1,664.6431372549,1
763.3,"Lebte","40%","NE2611","W",0,0.77815125,390,1,673.10196078431,1
658.15,"Lecke","40%","NE2611","W",0,0.602059991,389,1,664.62745098039,1
1101.96,"Ledig","40%","NE2611","W",0,0.698970004,472,1,707.16078431373,1
565.45,"Leger","40%","NE2611","W",0,0.903089987,420,1,677.78039215686,1
577.78,"Leise","0%","NE2611","W",0,2.086359831,383,1,625.65490196078,1
562.22,"Lesen","0%","NE2611","W",0,2.63748973,363,1,656.83921568627,1
587.68,"Lfdys","0%","NE2611","CS",0,0,505,0,701.89019607843,0
556.34,"Liebt","20%","NE2611","W",0,1.919078092,437,1,643.8862745098,1
522.88,"Lingt","40%","NE2611","PW",0,0,458,0.5,658.99215686275,0
602.5,"Links","0%","NE2611","W",0,2.660865478,430,1,647.46666666667,1
665.36,"Liter","0%","NE2611","W",0,2.305351369,425,1,590.26666666667,1
1724.56,"Lltst","40%","NE2611","CS",0,0,446,0,600.67843137255,0
1134.01,"Lmgtn","40%","NE2611","CS",0,0,480,0,726.3137254902,0
471.94,"Lmsst","0%","NE2611","CS",0,0,438,0,672.76470588235,0
580.14,"Lnbbn","40%","NE2611","CS",0,0,416,0,722.2,0
516.78,"Lntkl","40%","NE2611","CS",0,0,473,0,642.70196078431,0
727.94,"Lödön","40%","NE2611","PW",0,0,427,0.5,728.76470588235,0
875.58,"Logge","40%","NE2611","W",0,0.301029996,450,1,741.49803921569,1
686.84,"Loggt","40%","NE2611","W",1,0.301029996,473,1,725.78431372549,1
724.13,"Logis","40%","NE2611","W",1,0.954242509,444,1,665.2,1
813.07,"Looto","20%","NE2611","PW",0,0,395,0.5,634.53725490196,0
593.48,"Ltbst","0%","NE2611","CS",0,0,428,0,652.89019607843,0
593.77,"Luckt","20%","NE2611","PW",1,0,421,0.5,640.6,0
936.89,"Lundi","40%","NE2611","PW",0,0,437,0.5,658.23137254902,0
677.53,"Lzyql","20%","NE2611","CS",0,0,534,0,675.07058823529,0
1206.83,"Mails","20%","NE2611","W",0,1.51851394,443,1,658.19215686274,1
742.31,"Manch","20%","NE2611","W",0,1.146128036,389,1,724.85490196078,1
1189.39,"Manie","20%","NE2611","W",1,1.447158031,390,1,687.42352941176,1
556.44,"Meile","0%","NE2611","W",0,2.336459734,436,1,662.78431372549,1
1086.31,"Mercs","40%","NE2611","PW",0,0,384,0.5,671.50980392157,0
1353.28,"Mftxt","40%","NE2611","CS",0,0,464,0,672.49411764706,0
902.73,"Micks","40%","NE2611","W",0,0.477121255,444,1,686.30980392157,1
637.89,"Miete","0%","NE2611","W",0,2.648360011,418,1,669.83529411765,1
585.07,"Milch","0%","NE2611","W",0,2.920645001,472,1,671,1
610.38,"Mkkrs","20%","NE2611","CS",0,0,466,0,725.78039215686,0
643.08,"Mkthv","20%","NE2611","CS",0,0,480,0,716.36862745098,0
873.69,"Mocks","40%","NE2611","PW",0,0,414,0.5,712.4862745098,0
508.46,"Mögen","0%","NE2611","W",0,2.540329475,433,1,775.81960784314,1
782.26,"Moron","40%","NE2611","W",0,0.477121255,396,1,686.48235294118,1
995.07,"Mpltf","40%","NE2611","CS",0,0,522,0,716.95294117647,0
617.63,"Mppsg","20%","NE2611","CS",0,0,514,0,836.39607843137,0
1214.04,"Müder","40%","NE2611","W",0,0.698970004,434,1,736.23921568627,1
515.64,"Muffe","40%","NE2611","W",1,0.602059991,445,1,704.23921568627,1
745.26,"Nagar","20%","NE2611","PW",0,0,402,0.5,730.07843137255,0
1128.05,"Nbnrt","40%","NE2611","CS",0,0,405,0,703.38431372549,0
579.42,"Ndsls","40%","NE2611","CS",0,0,424,0,714.51764705882,0
669.43,"Ndtzt","20%","NE2611","CS",0,0,400,0,698.3568627451,0
694.33,"Nikin","20%","NE2611","PW",0,0,443,0.5,675.23529411765,0
647.93,"Nirbi","0%","NE2611","PW",1,0,452,0.5,658.69803921569,0
474.83,"Nlkls","0%","NE2611","CS",0,0,473,0,681.67058823529,0
615.83,"Nogor","0%","NE2611","PW",0,0,415,0.5,724.18823529412,0
721.93,"Nohrt","40%","NE2611","PW",0,0,394,0.5,691.72941176471,0
683.45,"Nötzt","20%","NE2611","PW",0,0,388,0.5,680.43529411765,0
1746.67,"Nuhmt","40%","NE2611","PW",0,0,423,0.5,748.73333333333,0
554.06,"Nutzt","20%","NE2611","W",0,1.414973348,377,1,655.61960784314,1
889.07,"Nuzus","0%","NE2611","PW",0,0,354,0.5,674.23529411765,0
603.74,"Önsri","40%","NE2611","PW",0,0,455,0.5,650.74901960784,0
629.75,"Orbit","0%","NE2611","W",1,2.225309282,457,1,647.48235294118,1
605.51,"Owögö","20%","NE2611","PW",0,0,495,0.5,777.74117647059,0
928.53,"Paraa","20%","NE2611","PW",0,0,352,0.5,651.9137254902,0
984.32,"Parkt","40%","NE2611","W",0,0.903089987,400,1,656.23137254902,1
1009.94,"Parts","40%","NE2611","W",0,0.698970004,368,1,631.89019607843,1
673.04,"Pästä","20%","NE2611","PW",0,0,390,0.5,695.02745098039,0
847.21,"Paste","40%","NE2611","W",1,0.77815125,353,1,656.06274509804,1
867.32,"Paten","20%","NE2611","W",0,1.544068044,350,1,662.52941176471,1
744.83,"Pater","0%","NE2611","W",0,2.551449998,367,1,636.38823529412,1
1802.64,"Patza","40%","NE2611","PW",0,0,354,0.5,643.97254901961,0
563.74,"Pbrty","0%","NE2611","CS",0,0,474,0,679.63137254902,0
464.83,"Pcrlc","0%","NE2611","CS",0,0,413,0,600.26274509804,0
3022.49,"Peelt","40%","NE2611","PW",0,0,406,0.5,637.89019607843,0
584.26,"Peggy","0%","NE2611","W",0,2.357934847,504,1,775.23921568627,1
762.7,"Pfalz","40%","NE2611","W",1,0.301029996,441,1,635.90980392157,1
602.65,"Phsth","40%","NE2611","CS",0,0,410,0,701.7568627451,0
518.21,"Pinne","40%","NE2611","W",1,0.301029996,373,1,651.09019607843,1
525.86,"Pkdzr","20%","NE2611","CS",0,0,438,0,689.96862745098,0
693.46,"Plono","0%","NE2611","PW",0,0,411,0.5,649.49411764706,0
510.16,"Poker","0%","NE2611","W",0,2.170261715,395,1,669,1
614.51,"Porno","0%","NE2611","W",0,2,369,1,648.0862745098,1
693.4,"Ppktc","40%","NE2611","CS",0,0,440,0,707.6862745098,0
744.09,"Psalm","20%","NE2611","W",0,1.146128036,454,1,687.11764705882,1
1524.57,"Pxssé","40%","NE2611","CS",0,0,385,0,675.29803921569,0
614.08,"Qbzzn","0%","NE2611","CS",0,0,438,0,724.37254901961,0
489.47,"Qmpnl","0%","NE2611","CS",0,0,557,0,785.02745098039,0
650.53,"Qrmvt","0%","NE2611","CS",0,0,525,0,698.83921568627,0
714.31,"Quirl","40%","NE2611","W",1,0.477121255,516,1,641.47843137255,1
598.78,"Rache","0%","NE2611","W",0,2.92992956,339,1,710.41960784314,1
1090.06,"Radau","20%","NE2611","W",0,1.146128036,362,1,728.21960784314,1
1386.41,"Raste","40%","NE2611","W",0,0.77815125,339,1,681.99215686275,1
1152.35,"Raute","40%","NE2611","W",0,0.903089987,337,1,678.17647058824,1
1201.59,"Rcstb","40%","NE2611","CS",0,0,384,0,696.94901960784,0
526.73,"Rdmpf","0%","NE2611","CS",0,0,492,0,815.49411764706,0
601.69,"Reihe","0%","NE2611","W",0,3.007320953,365,1,695.88235294118,1
622.15,"Reize","20%","NE2611","W",0,1.531478917,349,1,656.58823529412,1
636.46,"Rfsßt","20%","NE2611","CS",0,0,439,0,716.85882352941,0
639.46,"Rhkßh","40%","NE2611","CS",0,0,450,0,803.61960784314,0
760.29,"Risti","0%","NE2611","PW",0,0,427,0.5,623.65490196078,0
577.36,"Rjqch","0%","NE2611","CS",0,0,477,0,740.81960784314,0
707.08,"Rlsch","20%","NE2611","CS",0,0,411,0,683.25098039216,0
760.86,"Rltts","40%","NE2611","CS",1,0,412,0,643.60784313726,0
1594.01,"Roher","40%","NE2611","W",1,0.698970004,365,1,697.8862745098,1
1113.67,"Römer","0%","NE2611","W",0,2.093421685,409,1,732.73333333333,1
1230.26,"Rücke","40%","NE2611","W",1,0.301029996,379,1,718.78039215686,1
789.58,"Rumpf","20%","NE2611","W",0,1.986771734,469,1,772.7568627451,1
707.98,"Rvxzt","40%","NE2611","CS",0,0,402,0,635.02745098039,0
760.02,"Saaba","40%","NE2611","PW",0,0,355,0.5,722.61960784314,0
1280.1,"Salet","20%","NE2611","PW",0,0,384,0.5,654.88235294118,0
481.99,"Saman","0%","NE2611","PW",1,0,380,0.5,733.34117647059,0
1267.46,"Sankt","20%","NE2611","W",0,1.431363764,379,1,699.45882352941,1
623.97,"Säßär","0%","NE2611","PW",0,0,418,0.5,744.03137254902,0
509.29,"Sauer","20%","NE2611","W",0,1.380211242,349,1,660.87450980392,1
635.94,"Schar","20%","NE2611","W",1,1.505149978,377,1,677.40392156863,1
717.77,"Schif","0%","NE2611","PW",0,0,433,0.5,671.34901960784,0
583.15,"Schub","20%","NE2611","W",0,1.77815125,389,1,722.80392156863,1
550.96,"Schuh","0%","NE2611","W",0,2.565847819,384,1,716.1568627451,1
542.16,"Sdhnb","40%","NE2611","CS",0,0,409,0,782.09411764706,0
765.02,"Selig","20%","NE2611","W",0,1.278753601,460,1,684.05882352941,1
838.79,"Senee","20%","NE2611","PW",0,0,319,0.5,695.42352941176,0
1217.15,"Serum","20%","NE2611","W",0,1.86923172,406,1,699.07450980392,1
505.72,"Setzt","0%","NE2611","W",1,2.62324929,362,1,645.53333333333,1
719.46,"Sfmfn","0%","NE2611","CS",0,0,469,0,731.31764705882,0
678.62,"Siege","20%","NE2611","W",0,1.681241237,412,1,706.82352941176,1
503.31,"Simon","0%","NE2611","W",0,2.764176132,423,1,701.27450980392,1
678.81,"Sirgi","20%","NE2611","PW",0,0,470,0.5,653.43529411765,0
521.92,"Sitzt","0%","NE2611","W",0,2.133538908,399,1,616.31764705882,1
666.76,"Skdcr","20%","NE2611","CS",0,0,430,0,708.96470588235,0
835.6,"Smart","20%","NE2611","W",0,1.556302501,422,1,691.58039215686,1
1070.84,"Smugs","40%","NE2611","PW",0,0,437,0.5,761.33333333333,0
592.89,"Söndö","40%","NE2611","PW",0,0,402,0.5,762.85098039216,0
950.2,"Sonkt","40%","NE2611","PW",0,0,388,0.5,696.5137254902,0
1442.37,"Sönnt","40%","NE2611","PW",0,0,370,0.5,698.18039215686,0
591.46,"Sonto","0%","NE2611","PW",0,0,362,0.5,673.63137254902,0
833.44,"Speel","0%","NE2611","PW",1,0,438,0.5,712.46274509804,0
816.24,"Sprot","20%","NE2611","PW",1,0,413,0.5,692.30196078431,0
948.45,"Sprxs","20%","NE2611","CS",0,0,415,0,696.81960784314,0
417.15,"Stark","0%","NE2611","W",0,2.698100546,419,1,673.31764705882,1
518.21,"Steht","0%","NE2611","W",0,2.772321707,396,1,684.82745098039,1
636.9,"Stift","0%","NE2611","W",0,2.603144373,443,1,631.70588235294,1
1312.9,"Stool","20%","NE2611","PW",0,0,430,0.5,648.89803921569,0
657.79,"Story","0%","NE2611","W",0,2.958563883,458,1,664.23137254902,1
594.24,"Stsxg","0%","NE2611","CS",0,0,439,0,706.09019607843,0
441.57,"Stufe","0%","NE2611","W",0,2.565847819,395,1,668.32156862745,1
839.69,"Suhli","20%","NE2611","PW",0,0,444,0.5,655.96078431373,0
1159.14,"Suppa","20%","NE2611","PW",0,0,424,0.5,768.59215686275,0
587.34,"Suppe","0%","NE2611","W",0,2.726727209,415,1,768.6862745098,1
680.1,"Süßen","20%","NE2611","W",0,1.939519253,395,1,742.52549019608,1
495.26,"Svcht","0%","NE2611","CS",0,0,412,0,660.63137254902,0
441.26,"Syrer","40%","NE2611","W",1,0.301029996,440,1,658.81176470588,1
528.17,"Szana","0%","NE2611","PW",0,0,346,0.5,678.74117647059,0
609.19,"Tanzt","20%","NE2611","W",0,1.806179974,387,1,651.16862745098,1
570.61,"Tblrs","20%","NE2611","CS",0,0,468,0,659.5137254902,0
740.08,"Tbrsb","40%","NE2611","CS",0,0,448,0,711.72549019608,0
514.63,"Tctsl","0%","NE2611","CS",0,0,457,0,623.94117647059,0
550.05,"Tekee","0%","NE2611","PW",0,0,392,0.5,701.34509803922,0
727.81,"Tenor","20%","NE2611","W",0,1.041392685,397,1,656.25882352941,1
605.27,"Tibet","20%","NE2611","W",1,1.973127854,442,1,666.01960784314,1
813.33,"Ticks","20%","NE2611","W",0,1.041392685,449,1,653.04705882353,1
558.15,"Tikis","40%","NE2611","W",1,0.301029996,474,1,638.41568627451,1
904.68,"Tikti","20%","NE2611","PW",0,0,499,0.5,627.2,0
871.26,"Togos","40%","NE2611","W",1,0.301029996,430,1,713.50980392157,1
581.29,"Tölör","20%","NE2611","PW",0,0,473,0.5,667.56862745098,0
841.72,"Tönks","20%","NE2611","PW",0,0,427,0.5,715.31764705882,0
980.19,"Toton","0%","NE2611","PW",0,0,400,0.5,661.67843137255,0
581.65,"Trogt","20%","NE2611","PW",0,0,469,0.5,681.16078431373,0
1033.22,"Tropf","20%","NE2611","W",1,1.72427587,494,1,694.9568627451,1
636.07,"Trübe","40%","NE2611","W",0,0.602059991,430,1,698,1
437.31,"Tstfl","0%","NE2611","CS",0,0,494,0,637.41960784314,0
699.04,"Tuchs","40%","NE2611","W",1,0.301029996,404,1,676.90588235294,1
639.2,"Tücke","40%","NE2611","W",1,0.903089987,425,1,697.98431372549,1
701.08,"Tusch","40%","NE2611","W",0,0.903089987,410,1,676.90588235294,1
1650.09,"Übeln","40%","NE2611","W",0,0.903089987,448,1,711.74901960784,1
700.1,"übers","0%","NE2611","W",0,2.677606953,425,1,668.6862745098,1
838.68,"Urnen","40%","NE2611","W",0,0.698970004,368,1,663.33333333333,1
560.58,"Utmän","0%","NE2611","PW",0,0,432,0.5,727.36470588235,0
1792.1,"Velks","20%","NE2611","PW",1,0,448,0.5,657.11764705882,0
518.27,"Vgdkj","0%","NE2611","CS",0,0,573,0,750.43529411765,0
1200.17,"Viert","40%","NE2611","W",0,0.602059991,446,1,595.43529411765,1
469.07,"Virus","0%","NE2611","W",0,3.029789471,428,1,598.33725490196,1
507.77,"Vmnmn","20%","NE2611","CS",0,0,475,0,744.6862745098,0
621.17,"Vmnst","0%","NE2611","CS",0,0,444,0,684.4,0
723.41,"Vnnvs","20%","NE2611","CS",0,0,415,0,638.65098039216,0
618.33,"Vulku","20%","NE2611","PW",0,0,465,0.5,644.98823529412,0
887.36,"Wanst","20%","NE2611","W",1,1.146128036,372,1,677.79607843137,1
574.04,"Warne","20%","NE2611","W",0,1.255272505,362,1,673.83529411765,1
583.14,"Wbrkt","20%","NE2611","CS",0,0,450,0,705.53725490196,0
603.79,"Weine","0%","NE2611","W",0,2.238046103,379,1,668.8862745098,1
793.6,"Werts","40%","NE2611","W",1,0.301029996,386,1,651.74901960784,1
929.03,"Winke","40%","NE2611","W",1,0.903089987,419,1,688.72941176471,1
1326.93,"Winkt","40%","NE2611","W",0,0.602059991,442,1,673.01568627451,1
575.31,"Wkhrk","40%","NE2611","CS",0,0,475,0,734.44705882353,0
660.59,"Wnrtc","0%","NE2611","CS",0,0,397,0,643.63137254902,0
1047.26,"Wogen","20%","NE2611","W",0,1.544068044,407,1,737.64705882353,1
1127.34,"Wohle","20%","NE2611","W",1,1.740362689,417,1,693.12941176471,1
2487.05,"Worfo","40%","NE2611","PW",0,0,420,0.5,664.77647058824,0
613.86,"Wsrfn","0%","NE2611","CS",0,0,422,0,668.32549019608,0
1304.45,"Wusel","40%","NE2611","W",0,0.301029996,423,1,660.5568627451,1
631.83,"Xerox","40%","NE2611","W",1,0.84509804,390,1,642.66274509804,1
738.71,"Zaren","20%","NE2611","W",0,1.556302501,353,1,653.10588235294,1
645.86,"Zarte","20%","NE2611","W",0,1.113943352,363,1,635.42352941176,1
825.43,"Zehen","0%","NE2611","W",0,2.322219295,357,1,700.17254901961,1
832.22,"Zgtgr","40%","NE2611","CS",0,0,478,0,720.6862745098,0
563.56,"Ziehe","20%","NE2611","W",0,1.568201724,394,1,668.98823529412,1
614.1,"Zlrzn","20%","NE2611","CS",0,0,417,0,613.94117647059,0
659.84,"Znhls","20%","NE2611","CS",0,0,416,0,672.90980392157,0
634.56,"Zorns","20%","NE2611","W",0,1.568201724,367,1,645.66274509804,1
587.98,"Zphnz","0%","NE2611","CS",0,0,415,0,725.45098039216,0
571.71,"Zvhlg","20%","NE2611","CS",0,0,501,0,692.69803921569,0
614.64,"Zwing","20%","NE2611","W",0,1.913813852,476,1,705.81176470588,1
844.86,"Abort","40%","NS1409","W",1,0.602059991,436,1,677.23921568627,1
624.48,"Abruf","20%","NS1409","W",0,1.477121255,459,1,686.57254901961,1
680.71,"Achse","20%","NS1409","W",0,1.602059991,382,1,694.43529411765,1
815.98,"Achte","0%","NS1409","W",0,2.322219295,395,1,683.21960784314,1
574.46,"Adler","0%","NS1409","W",0,2.225309282,454,1,678.20392156863,1
564.81,"Akten","0%","NS1409","W",0,2.710963119,420,1,696.81568627451,1
569.1,"Alarm","0%","NS1409","W",0,2.832508913,492,1,681.79215686275,1
692,"Alben","20%","NS1409","W",0,1.579783597,438,1,699.36862745098,1
585.94,"Algen","20%","NS1409","W",0,1.491361694,462,1,712.50588235294,1
809.78,"Aller","20%","NS1409","W",0,1.633468456,477,1,621.01568627451,1
