"time","stim","cond","vp","lex_cond","err","freq","ope","group_num","npix","lex_num"
658.1,"Abort","40%","AE0909","W",1,0.602059991,436,1,677.23921568627,1
600.04,"Abruf","20%","AE0909","W",1,1.477121255,459,1,686.57254901961,1
629.06,"Achse","20%","AE0909","W",0,1.602059991,382,1,694.43529411765,1
515.73,"Achte","0%","AE0909","W",0,2.322219295,395,1,683.21960784314,1
563.9,"Adler","0%","AE0909","W",0,2.225309282,454,1,678.20392156863,1
574.6,"Akten","0%","AE0909","W",0,2.710963119,420,1,696.81568627451,1
555.52,"Alarm","0%","AE0909","W",0,2.832508913,492,1,681.79215686275,1
643.96,"Alben","20%","AE0909","W",0,1.579783597,438,1,699.36862745098,1
699.33,"Algen","20%","AE0909","W",0,1.491361694,462,1,712.50588235294,1
506.14,"Aller","20%","AE0909","W",1,1.633468456,477,1,621.01568627451,1
575.53,"Alter","0%","AE0909","W",0,3.546912643,446,1,628.06666666667,1
690.37,"Annie","0%","AE0909","W",0,2.561101384,396,1,665.43921568627,1
1092.11,"Apoll","40%","AE0909","W",1,0.698970004,524,1,683.92156862745,1
717.5,"Arges","40%","AE0909","W",0,1,432,1,704.63137254902,1
862.91,"Argon","40%","AE0909","W",0,0.77815125,444,1,708.05882352941,1
723.11,"Argus","40%","AE0909","W",0,0.903089987,443,1,696.31764705882,1
554.99,"Armen","0%","AE0909","W",0,2.831869774,436,1,706.61960784314,1
797.95,"Arroy","40%","AE0909","PW",0,0,479,0.5,653.03529411765,0
498.81,"Asche","0%","AE0909","W",0,2.604226053,387,1,694.43529411765,1
757.91,"Äther","20%","AE0909","W",0,1.414973348,441,1,693.16470588235,1
602.58,"Auges","20%","AE0909","W",0,1.414973348,413,1,720.49019607843,1
635.83,"Autor","0%","AE0909","W",0,2.627365857,409,1,639.47843137255,1
557.87,"Baraf","0%","AE0909","PW",1,0,378,0.5,684.85882352941,0
738.53,"Baska","40%","AE0909","PW",0,0,360,0.5,725.48235294118,0
572.51,"Bauch","0%","AE0909","W",0,2.898725182,346,1,710.13333333333,1
755.85,"Bavar","0%","AE0909","PW",0,0,371,0.5,660.63921568627,0
589.08,"Bbnds","20%","AE0909","CS",0,0,383,0,771.66666666667,0
657.71,"Bdngd","20%","AE0909","CS",0,0,438,0,823.72549019608,0
703.68,"Benes","0%","AE0909","PW",0,0,317,0.5,707.79607843137,0
596.07,"Besen","0%","AE0909","W",0,2.049218023,326,1,707.79607843137,1
605.16,"Beten","0%","AE0909","W",0,2.133538908,333,1,696.58039215686,1
649.02,"Bette","20%","AE0909","W",1,1.698970004,343,1,678.89803921569,1
541.85,"Bfngt","0%","AE0909","CS",0,0,430,0,738.05882352941,0
811.59,"Bicki","40%","AE0909","PW",0,0,438,0.5,657.15294117647,0
664.85,"Birki","20%","AE0909","PW",0,0,446,0.5,647.56470588235,0
528.2,"Bitte","0%","AE0909","W",0,4.222898473,381,1,649.68235294118,1
589.15,"Bitty","0%","AE0909","PW",0,0,460,0.5,663.38431372549,0
744.75,"Bjmrn","40%","AE0909","CS",0,0,477,0,715.27450980392,0
484.5,"Bktln","0%","AE0909","CS",0,0,432,0,693.65882352941,0
524.43,"Bllng","20%","AE0909","CS",0,0,476,0,709.34901960784,0
671.97,"Blmst","20%","AE0909","CS",0,0,442,0,705.45490196078,0
726.72,"Bloos","40%","AE0909","PW",0,0,388,0.5,676.98431372549,0
692.27,"Blxss","40%","AE0909","CS",0,0,397,0,668.82745098039,0
823.93,"Bmrgg","20%","AE0909","CS",0,0,489,0,809.42745098039,0
494.23,"Bnntb","0%","AE0909","CS",0,0,374,0,727.99607843137,0
744.48,"Bölls","20%","AE0909","PW",0,0,433,0.5,676.8,0
726.93,"Börnd","20%","AE0909","PW",0,0,395,0.5,739.04705882353,0
529.07,"Böses","0%","AE0909","W",0,2.418301291,343,1,717.83137254902,1
1863.21,"Boton","40%","AE0909","PW",0,0,349,0.5,690.50196078431,0
604.17,"Brott","0%","AE0909","PW",0,0,388,0.5,651.6862745098,0
578.22,"Brtth","0%","AE0909","CS",0,0,400,0,677.52549019608,0
753.02,"Buben","20%","AE0909","W",0,1.812913357,351,1,733.42745098039,1
742.65,"Bytes","20%","AE0909","W",1,1.204119983,409,1,703.81568627451,1
818.49,"Canon","40%","AE0909","W",1,0.698970004,362,1,665.13333333333,1
815.61,"Cello","20%","AE0909","W",0,1.579783597,453,1,615.76078431373,1
512.34,"Chaos","0%","AE0909","W",0,2.84260924,388,1,679.49803921569,1
524.02,"Chips","0%","AE0909","W",0,2.471291711,453,1,695.18823529412,1
666.63,"Cisci","20%","AE0909","PW",0,0,442,0.5,586.81568627451,0
478.43,"Cjmbc","0%","AE0909","CS",0,0,514,0,706.34509803922,0
724.32,"Cörlö","20%","AE0909","PW",0,0,458,0.5,650.39607843137,0
656.6,"Crgbr","20%","AE0909","CS",0,0,474,0,688.01568627451,0
516.48,"Csrpq","20%","AE0909","CS",0,0,469,0,718.69019607843,0
860.74,"Dahin","20%","AE0909","W",0,1.903089987,386,1,690.3137254902,1
791.86,"Damms","40%","AE0909","W",1,0.698970004,428,1,765.52549019608,1
654.03,"Demut","20%","AE0909","W",0,1.698970004,406,1,708.93333333333,1
496.15,"Dgmlt","0%","AE0909","CS",0,0,501,0,737.06666666667,0
765.13,"Dinin","40%","AE0909","PW",0,0,410,0.5,640.36078431373,0
547.04,"Dkckk","0%","AE0909","CS",0,0,461,0,739.8,0
780.71,"Dolly","20%","AE0909","W",0,1.995635195,507,1,659.98823529412,1
801.69,"Doofe","40%","AE0909","W",1,0.954242509,383,1,687.67058823529,1
508.73,"Döösö","0%","AE0909","PW",1,0,401,0.5,739.86274509804,0
1397.65,"Dörms","40%","AE0909","PW",0,0,418,0.5,720.79215686275,0
614.1,"Dpggb","20%","AE0909","CS",0,0,505,0,851.2431372549,0
613.13,"Dqbgt","20%","AE0909","CS",0,0,470,0,792.43137254902,0
634.97,"Drauf","20%","AE0909","W",0,1.431363764,418,1,661.16862745098,1
813.73,"Drift","40%","AE0909","W",0,1,448,1,624.64705882353,1
522.44,"Drntd","0%","AE0909","CS",0,0,420,0,691.36078431373,0
715.17,"Dzcht","20%","AE0909","CS",0,0,384,0,670.86274509804,0
659.2,"Eigen","20%","AE0909","W",0,1.230448921,402,1,717.25882352941,1
462.01,"Eisen","0%","AE0909","W",0,2.352182518,361,1,670.17647058824,1
1065.38,"Eises","40%","AE0909","W",1,0.84509804,358,1,663.70980392157,1
633.26,"Elfen","20%","AE0909","W",0,1.851258349,410,1,680.01960784314,1
887.46,"Erhob","40%","AE0909","W",1,0.301029996,393,1,726.9568627451,1
636.34,"Erron","0%","AE0909","PW",0,0,368,0.5,652.50588235294,0
773.28,"Esche","40%","AE0909","W",0,0.301029996,345,1,705.63921568627,1
948.14,"Estis","40%","AE0909","PW",0,0,376,0.5,647.99607843137,0
512.05,"Faand","0%","AE0909","PW",0,0,372,0.5,704.46274509804,0
641.7,"Fähig","20%","AE0909","W",0,1.113943352,444,1,723.86274509804,1
618.35,"Fange","20%","AE0909","W",0,1.113943352,370,1,712.71764705882,1
696.48,"Faser","20%","AE0909","W",0,1.301029996,353,1,639.49411764706,1
652.55,"Fbrvj","20%","AE0909","CS",0,0,499,0,637.25490196078,0
538.1,"Feind","0%","AE0909","W",0,3.151982395,402,1,675.43529411765,1
1106.81,"Fgnkt","40%","AE0909","CS",0,0,436,0,716.94117647059,0
710.3,"Fhßzn","0%","AE0909","CS",0,0,407,0,712.41176470588,0
1335.29,"Finne","40%","AE0909","W",0,0.602059991,366,1,642.98039215686,1
844.14,"Flaßo","40%","AE0909","PW",0,0,439,0.5,678.23921568627,0
794.22,"Fleem","40%","AE0909","PW",0,0,441,0.5,683.6,0
719.13,"Flnll","40%","AE0909","CS",0,0,494,0,601.93333333333,0
568.27,"Flxqr","20%","AE0909","CS",0,0,467,0,652.8431372549,0
1727.51,"Fnllt","40%","AE0909","CS",0,0,449,0,608.98431372549,0
528.74,"Fraat","0%","AE0909","PW",0,0,377,0.5,628.18431372549,0
569.75,"Frage","0%","AE0909","W",0,3.741466762,401,1,686.57647058824,1
558.44,"Frzhq","0%","AE0909","CS",0,0,426,0,691.65098039216,0
857.87,"Fünft","40%","AE0909","W",0,0.301029996,409,1,664.63137254902,1
743.28,"Funke","20%","AE0909","W",0,1.579783597,368,1,681.7568627451,1
1416.31,"Garda","40%","AE0909","PW",0,0,393,0.5,704.79215686275,0
658.72,"Gäsäs","20%","AE0909","PW",0,0,381,0.5,724.60392156863,0
548.61,"Gehst","0%","AE0909","W",0,2.73239376,385,1,697.31764705882,1
855.72,"Geile","20%","AE0909","W",0,1.505149978,420,1,642.74901960784,1
714.64,"Georg","20%","AE0909","W",1,1.785329835,431,1,710.10196078431,1
659.31,"Geren","40%","AE0909","PW",0,0,363,0.5,672.52549019608,0
660.08,"Gifte","20%","AE0909","W",1,1.579783597,434,1,648.69411764706,1
558.45,"Glanz","0%","AE0909","W",0,2.181843588,415,1,657.34509803922,1
943.71,"Glott","40%","AE0909","PW",1,0,445,0.5,637.49803921569,0
668.9,"Gmbpg","20%","AE0909","CS",0,0,522,0,846.63921568627,0
533.77,"Gnodo","0%","AE0909","PW",0,0,402,0.5,725.0431372549,0
699.29,"Gockt","0%","AE0909","PW",0,0,412,0.5,681.23529411765,0
758.29,"Goten","20%","AE0909","W",0,1.342422681,370,1,677.94509803922,1
547.5,"Grace","0%","AE0909","W",1,2.567026366,374,1,655.87843137255,1
932.18,"Gräme","40%","AE0909","W",1,0.602059991,431,1,728.09803921569,1
988.05,"Grell","40%","AE0909","W",0,0.301029996,489,1,625.02745098039,1
838.69,"Grenu","20%","AE0909","PW",0,0,394,0.5,664.21176470588,0
851.17,"Groll","20%","AE0909","W",0,1.944482672,492,1,621.98823529412,1
610.58,"Grsbt","20%","AE0909","CS",0,0,423,0,679.79215686275,0
660.71,"Grube","0%","AE0909","W",0,2.089905111,398,1,691.69019607843,1
791.63,"Gryvs","40%","AE0909","CS",0,0,480,0,654.43529411765,0
1017.94,"Gstcn","40%","AE0909","CS",0,0,381,0,661.90196078431,0
611.96,"Guhst","0%","AE0909","PW",0,0,394,0.5,689.00392156863,0
601.81,"Gvsdn","40%","AE0909","CS",0,0,432,0,701.29803921569,0
459.85,"Haare","0%","AE0909","W",0,3.195068996,330,1,684.74901960784,1
842.38,"Hades","20%","AE0909","W",1,1.785329835,342,1,738.94117647059,1
801.79,"Hamed","40%","AE0909","W",1,0.301029996,396,1,781.54509803922,1
448.47,"Hängt","0%","AE0909","W",0,2.178976947,392,1,757.38431372549,1
587.45,"Harta","20%","AE0909","PW",1,0,348,0.5,669.03529411765,0
478.65,"Hauch","0%","AE0909","W",0,2.071882007,344,1,708.91764705882,1
813.61,"Heber","40%","AE0909","W",1,0.301029996,358,1,714.38431372549,1
751.23,"Hecht","20%","AE0909","W",0,1.505149978,357,1,701.61176470588,1
712.9,"Hefen","20%","AE0909","PW",1,0,354,0.5,709.97254901961,0
938.55,"Heizt","40%","AE0909","W",1,0.477121255,365,1,647.6862745098,1
771.11,"Helga","20%","AE0909","W",0,1.556302501,411,1,728.83529411765,1
788.93,"Hemmt","40%","AE0909","W",0,0.477121255,426,1,768.65882352941,1
852.88,"Hesst","20%","AE0909","PW",0,0,344,0.5,684.4,0
794.25,"Hifin","20%","AE0909","PW",0,0,428,0.5,651.54117647059,0
838.35,"Hiiri","20%","AE0909","PW",0,0,446,0.5,597.29019607843,0
741.76,"Hillt","40%","AE0909","PW",0,0,463,0.5,618.65098039216,0
646.88,"Hinab","40%","AE0909","W",1,0.602059991,383,1,711.21568627451,1
531.28,"Hktzg","0%","AE0909","CS",0,0,434,0,739.32941176471,0
619.63,"Hoffe","0%","AE0909","W",0,2.123851641,394,1,703.85882352941,1
836.44,"Holde","40%","AE0909","W",1,0.77815125,391,1,717.72941176471,1
565.04,"Hordo","0%","AE0909","PW",1,0,375,0.5,713.28235294118,0
552.4,"Hörst","0%","AE0909","W",0,3.079181246,372,1,681.22745098039,1
549.52,"Hqkßq","0%","AE0909","CS",0,0,491,0,847.34901960784,0
532.76,"Hsttz","0%","AE0909","CS",0,0,364,0,656.69019607843,0
536.62,"Hubun","0%","AE0909","PW",1,0,360,0.5,723.89803921569,0
641.66,"Hupen","0%","AE0909","W",0,2.10720997,367,1,744.53725490196,1
671.81,"Igeln","40%","AE0909","W",1,0.477121255,483,1,662.62352941177,1
590.64,"Immer","0%","AE0909","W",0,3.362293938,490,1,691.92549019608,1
524.98,"Insel","0%","AE0909","W",0,3.300812794,442,1,615.54117647059,1
710.57,"Isaak","20%","AE0909","W",0,1.204119983,424,1,655.99215686275,1
710.95,"Islam","20%","AE0909","W",0,1.939519253,482,1,651.58431372549,1
648.52,"Japan","0%","AE0909","W",0,2.803457116,413,1,694.76862745098,1
871.78,"Jatan","40%","AE0909","PW",0,0,386,0.5,637.28235294118,0
518.78,"Jdggr","0%","AE0909","CS",0,0,517,0,746.63529411765,0
737.19,"Jegst","40%","AE0909","PW",0,0,436,0.5,673.58823529412,0
502.16,"Jones","0%","AE0909","W",0,2.957607287,374,1,645.64705882353,1
605.82,"Jötzt","0%","AE0909","PW",1,0,421,0.5,619.79607843137,0
603.48,"Jrgll","20%","AE0909","CS",0,0,551,0,624.09803921569,0
696.52,"Jüdin","20%","AE0909","W",0,1.602059991,457,1,669.61568627451,1
639.16,"Juwel","20%","AE0909","W",0,1.770852012,476,1,635.20784313725,1
693.41,"Kadis","40%","AE0909","W",1,0.301029996,390,1,697.21568627451,1
668.01,"Kafka","40%","AE0909","W",1,0.903089987,400,1,715.14901960784,1
1216.87,"Kämme","40%","AE0909","W",1,0.954242509,426,1,791.29803921569,1
666.18,"Karat","20%","AE0909","W",0,1.672097858,357,1,656.52549019608,1
779.58,"Kauft","20%","AE0909","W",0,1.903089987,386,1,671.37254901961,1
780.82,"Kccst","40%","AE0909","CS",0,0,363,0,647.21960784314,0
1101.5,"Kemet","20%","AE0909","PW",0,0,387,0.5,718.99215686275,0
580.24,"Keppe","20%","AE0909","PW",1,0,404,0.5,780.14509803922,0
660.17,"Kfhrt","20%","AE0909","CS",0,0,428,0,678.40784313725,0
561.27,"Kfnnt","0%","AE0909","CS",0,0,396,0,683.71764705882,0
661.82,"Khans","40%","AE0909","W",1,0.698970004,361,1,716.77647058824,1
484.42,"Kiksi","0%","AE0909","PW",0,0,444,0.5,653.5137254902,0
749.67,"Kimme","40%","AE0909","W",1,0.477121255,452,1,742.64705882353,1
1448.11,"Klcmm","40%","AE0909","CS",0,0,490,0,734.5137254902,0
826.83,"Klebe","40%","AE0909","W",1,0.477121255,404,1,703.28235294118,1
791.93,"Klima","20%","AE0909","W",0,1.995635195,462,1,682.63137254902,1
584.75,"Klmpl","0%","AE0909","CS",0,0,532,0,730.94901960784,0
657.12,"Knllx","40%","AE0909","CS",0,0,455,0,643.30196078431,0
674.89,"Knnns","20%","AE0909","CS",0,0,344,0,698.00784313725,0
817.76,"Knote","40%","AE0909","W",0,0.477121255,356,1,679.81568627451,1
524.91,"Kohlo","0%","AE0909","PW",1,0,406,0.5,690.5568627451,0
829.52,"Köhns","40%","AE0909","PW",0,0,369,0.5,733.37254901961,0
590.75,"Komme","0%","AE0909","W",0,2.494154594,422,1,768.82352941176,1
762.57,"Kömst","40%","AE0909","PW",0,0,416,0.5,730.99607843137,0
586.76,"König","0%","AE0909","W",0,3.448087667,436,1,728.43921568627,1
546.15,"Könnt","0%","AE0909","W",0,2.674861141,369,1,701.32549019608,1
560.56,"Köpfe","0%","AE0909","W",1,2.662757832,422,1,753.76862745098,1
1211.04,"Krana","40%","AE0909","PW",1,0,364,0.5,674.20784313725,0
681.23,"Krönt","40%","AE0909","W",1,0.477121255,396,1,675.18431372549,1
611.14,"Krvmj","40%","AE0909","CS",0,0,522,0,674.25490196078,0
755.23,"Kufen","40%","AE0909","W",1,0.698970004,374,1,689.14901960784,1
499.1,"Kunst","0%","AE0909","W",0,2.850646235,358,1,670.0431372549,1
1352.87,"Kurde","40%","AE0909","W",0,0.77815125,374,1,698.53725490196,1
552.53,"Kvnns","40%","AE0909","CS",0,0,376,0,670.7137254902,0
610.3,"Kzchm","20%","AE0909","CS",0,0,416,0,726.42745098039,0
551.35,"Kzsts","0%","AE0909","CS",0,0,363,0,655.39607843137,0
662.88,"Lädst","20%","AE0909","W",1,1.176091259,417,1,693.01568627451,1
1198.75,"Lähmt","40%","AE0909","W",0,0.477121255,446,1,723.99607843137,1
552.54,"Ländä","0%","AE0909","PW",0,0,415,0.5,734.63137254902,0
506.93,"Laser","0%","AE0909","W",0,2.017033339,378,1,630.60392156863,1
591.87,"Lbbst","40%","AE0909","CS",0,0,432,0,698.05098039216,0
984.42,"Lbstj","40%","AE0909","CS",0,0,499,0,657.65098039216,0
1260.96,"Lczrs","40%","AE0909","CS",0,0,388,0,599.61960784314,0
633.06,"Leber","0%","AE0909","W",0,2.532754379,397,1,664.6431372549,1
1325.47,"Lebte","40%","AE0909","W",0,0.77815125,390,1,673.10196078431,1
855.42,"Lecke","40%","AE0909","W",1,0.602059991,389,1,664.62745098039,1
725.58,"Ledig","40%","AE0909","W",1,0.698970004,472,1,707.16078431373,1
679.48,"Leger","40%","AE0909","W",1,0.903089987,420,1,677.78039215686,1
500.07,"Leise","0%","AE0909","W",0,2.086359831,383,1,625.65490196078,1
416.56,"Lesen","0%","AE0909","W",0,2.63748973,363,1,656.83921568627,1
551.28,"Lfdys","0%","AE0909","CS",0,0,505,0,701.89019607843,0
623.32,"Liebt","20%","AE0909","W",0,1.919078092,437,1,643.8862745098,1
1311.4,"Lingt","40%","AE0909","PW",0,0,458,0.5,658.99215686275,0
632.18,"Links","0%","AE0909","W",0,2.660865478,430,1,647.46666666667,1
569.17,"Liter","0%","AE0909","W",0,2.305351369,425,1,590.26666666667,1
721.6,"Lltst","40%","AE0909","CS",0,0,446,0,600.67843137255,0
688.09,"Lmgtn","40%","AE0909","CS",0,0,480,0,726.3137254902,0
494.03,"Lmsst","0%","AE0909","CS",0,0,438,0,672.76470588235,0
1107.35,"Lnbbn","40%","AE0909","CS",0,0,416,0,722.2,0
730.12,"Lntkl","40%","AE0909","CS",0,0,473,0,642.70196078431,0
619.4,"Lödön","40%","AE0909","PW",0,0,427,0.5,728.76470588235,0
1179.62,"Logge","40%","AE0909","W",1,0.301029996,450,1,741.49803921569,1
631.99,"Loggt","40%","AE0909","W",1,0.301029996,473,1,725.78431372549,1
759.04,"Logis","40%","AE0909","W",1,0.954242509,444,1,665.2,1
702.9,"Looto","20%","AE0909","PW",0,0,395,0.5,634.53725490196,0
653.67,"Ltbst","0%","AE0909","CS",0,0,428,0,652.89019607843,0
569.24,"Luckt","20%","AE0909","PW",1,0,421,0.5,640.6,0
903.24,"Lundi","40%","AE0909","PW",0,0,437,0.5,658.23137254902,0
754.77,"Lzyql","20%","AE0909","CS",1,0,534,0,675.07058823529,0
567.26,"Mails","20%","AE0909","W",0,1.51851394,443,1,658.19215686274,1
632.41,"Manch","20%","AE0909","W",0,1.146128036,389,1,724.85490196078,1
649.91,"Manie","20%","AE0909","W",0,1.447158031,390,1,687.42352941176,1
566.64,"Meile","0%","AE0909","W",0,2.336459734,436,1,662.78431372549,1
859.83,"Mercs","40%","AE0909","PW",0,0,384,0.5,671.50980392157,0
610.48,"Mftxt","40%","AE0909","CS",0,0,464,0,672.49411764706,0
1254.24,"Micks","40%","AE0909","W",1,0.477121255,444,1,686.30980392157,1
583.9,"Miete","0%","AE0909","W",0,2.648360011,418,1,669.83529411765,1
535.34,"Milch","0%","AE0909","W",0,2.920645001,472,1,671,1
610.78,"Mkkrs","20%","AE0909","CS",0,0,466,0,725.78039215686,0
645.43,"Mkthv","20%","AE0909","CS",0,0,480,0,716.36862745098,0
1216.99,"Mocks","40%","AE0909","PW",0,0,414,0.5,712.4862745098,0
623.34,"Mögen","0%","AE0909","W",0,2.540329475,433,1,775.81960784314,1
1467.34,"Moron","40%","AE0909","W",1,0.477121255,396,1,686.48235294118,1
750.01,"Mpltf","40%","AE0909","CS",0,0,522,0,716.95294117647,0
591.13,"Mppsg","20%","AE0909","CS",0,0,514,0,836.39607843137,0
660.02,"Müder","40%","AE0909","W",1,0.698970004,434,1,736.23921568627,1
965.32,"Muffe","40%","AE0909","W",1,0.602059991,445,1,704.23921568627,1
756.48,"Nagar","20%","AE0909","PW",0,0,402,0.5,730.07843137255,0
571.68,"Nbnrt","40%","AE0909","CS",0,0,405,0,703.38431372549,0
692.28,"Ndsls","40%","AE0909","CS",0,0,424,0,714.51764705882,0
617.48,"Ndtzt","20%","AE0909","CS",0,0,400,0,698.3568627451,0
640.61,"Nikin","20%","AE0909","PW",1,0,443,0.5,675.23529411765,0
504.92,"Nirbi","0%","AE0909","PW",0,0,452,0.5,658.69803921569,0
523.62,"Nlkls","0%","AE0909","CS",0,0,473,0,681.67058823529,0
583.79,"Nogor","0%","AE0909","PW",0,0,415,0.5,724.18823529412,0
1624.57,"Nohrt","40%","AE0909","PW",0,0,394,0.5,691.72941176471,0
703.76,"Nötzt","20%","AE0909","PW",0,0,388,0.5,680.43529411765,0
1026.97,"Nuhmt","40%","AE0909","PW",0,0,423,0.5,748.73333333333,0
959.35,"Nutzt","20%","AE0909","W",0,1.414973348,377,1,655.61960784314,1
703.26,"Nuzus","0%","AE0909","PW",0,0,354,0.5,674.23529411765,0
653.46,"Önsri","40%","AE0909","PW",0,0,455,0.5,650.74901960784,0
553.52,"Orbit","0%","AE0909","W",1,2.225309282,457,1,647.48235294118,1
657.61,"Owögö","20%","AE0909","PW",1,0,495,0.5,777.74117647059,0
672.02,"Paraa","20%","AE0909","PW",1,0,352,0.5,651.9137254902,0
842.15,"Parkt","40%","AE0909","W",0,0.903089987,400,1,656.23137254902,1
869.4,"Parts","40%","AE0909","W",0,0.698970004,368,1,631.89019607843,1
632.06,"Pästä","20%","AE0909","PW",0,0,390,0.5,695.02745098039,0
957.28,"Paste","40%","AE0909","W",0,0.77815125,353,1,656.06274509804,1
899.47,"Paten","20%","AE0909","W",0,1.544068044,350,1,662.52941176471,1
517.09,"Pater","0%","AE0909","W",0,2.551449998,367,1,636.38823529412,1
886.61,"Patza","40%","AE0909","PW",1,0,354,0.5,643.97254901961,0
566.24,"Pbrty","0%","AE0909","CS",0,0,474,0,679.63137254902,0
538.84,"Pcrlc","0%","AE0909","CS",0,0,413,0,600.26274509804,0
1026.44,"Peelt","40%","AE0909","PW",0,0,406,0.5,637.89019607843,0
651.17,"Peggy","0%","AE0909","W",0,2.357934847,504,1,775.23921568627,1
1247.16,"Pfalz","40%","AE0909","W",1,0.301029996,441,1,635.90980392157,1
802.89,"Phsth","40%","AE0909","CS",0,0,410,0,701.7568627451,0
1087.17,"Pinne","40%","AE0909","W",1,0.301029996,373,1,651.09019607843,1
575.79,"Pkdzr","20%","AE0909","CS",0,0,438,0,689.96862745098,0
715.01,"Plono","0%","AE0909","PW",0,0,411,0.5,649.49411764706,0
507.17,"Poker","0%","AE0909","W",1,2.170261715,395,1,669,1
635.76,"Porno","0%","AE0909","W",0,2,369,1,648.0862745098,1
670.08,"Ppktc","40%","AE0909","CS",0,0,440,0,707.6862745098,0
689.45,"Psalm","20%","AE0909","W",0,1.146128036,454,1,687.11764705882,1
826.89,"Pxssé","40%","AE0909","CS",1,0,385,0,675.29803921569,0
494.33,"Qbzzn","0%","AE0909","CS",0,0,438,0,724.37254901961,0
649.82,"Qmpnl","0%","AE0909","CS",0,0,557,0,785.02745098039,0
508.11,"Qrmvt","0%","AE0909","CS",1,0,525,0,698.83921568627,0
862.4,"Quirl","40%","AE0909","W",1,0.477121255,516,1,641.47843137255,1
598.02,"Rache","0%","AE0909","W",0,2.92992956,339,1,710.41960784314,1
881.6,"Radau","20%","AE0909","W",0,1.146128036,362,1,728.21960784314,1
1146.42,"Raste","40%","AE0909","W",1,0.77815125,339,1,681.99215686275,1
1069.85,"Raute","40%","AE0909","W",1,0.903089987,337,1,678.17647058824,1
928.66,"Rcstb","40%","AE0909","CS",0,0,384,0,696.94901960784,0
523.32,"Rdmpf","0%","AE0909","CS",0,0,492,0,815.49411764706,0
486.42,"Reihe","0%","AE0909","W",0,3.007320953,365,1,695.88235294118,1
583.14,"Reize","20%","AE0909","W",0,1.531478917,349,1,656.58823529412,1
833.89,"Rfsßt","20%","AE0909","CS",0,0,439,0,716.85882352941,0
727.37,"Rhkßh","40%","AE0909","CS",0,0,450,0,803.61960784314,0
494.57,"Risti","0%","AE0909","PW",1,0,427,0.5,623.65490196078,0
615.63,"Rjqch","0%","AE0909","CS",0,0,477,0,740.81960784314,0
611.17,"Rlsch","20%","AE0909","CS",0,0,411,0,683.25098039216,0
778.2,"Rltts","40%","AE0909","CS",0,0,412,0,643.60784313726,0
878.87,"Roher","40%","AE0909","W",1,0.698970004,365,1,697.8862745098,1
710.57,"Römer","0%","AE0909","W",0,2.093421685,409,1,732.73333333333,1
1027.69,"Rücke","40%","AE0909","W",0,0.301029996,379,1,718.78039215686,1
549.54,"Rumpf","20%","AE0909","W",0,1.986771734,469,1,772.7568627451,1
631.26,"Rvxzt","40%","AE0909","CS",0,0,402,0,635.02745098039,0
745.86,"Saaba","40%","AE0909","PW",0,0,355,0.5,722.61960784314,0
1309.53,"Salet","20%","AE0909","PW",0,0,384,0.5,654.88235294118,0
635.29,"Saman","0%","AE0909","PW",0,0,380,0.5,733.34117647059,0
585.57,"Sankt","20%","AE0909","W",0,1.431363764,379,1,699.45882352941,1
535.76,"Säßär","0%","AE0909","PW",0,0,418,0.5,744.03137254902,0
599.14,"Sauer","20%","AE0909","W",0,1.380211242,349,1,660.87450980392,1
661.76,"Schar","20%","AE0909","W",0,1.505149978,377,1,677.40392156863,1
603.58,"Schif","0%","AE0909","PW",0,0,433,0.5,671.34901960784,0
721.89,"Schub","20%","AE0909","W",0,1.77815125,389,1,722.80392156863,1
500.23,"Schuh","0%","AE0909","W",0,2.565847819,384,1,716.1568627451,1
558.02,"Sdhnb","40%","AE0909","CS",0,0,409,0,782.09411764706,0
743.52,"Selig","20%","AE0909","W",0,1.278753601,460,1,684.05882352941,1
768.22,"Senee","20%","AE0909","PW",0,0,319,0.5,695.42352941176,0
663.19,"Serum","20%","AE0909","W",0,1.86923172,406,1,699.07450980392,1
530.67,"Setzt","0%","AE0909","W",0,2.62324929,362,1,645.53333333333,1
513.29,"Sfmfn","0%","AE0909","CS",0,0,469,0,731.31764705882,0
686.9,"Siege","20%","AE0909","W",0,1.681241237,412,1,706.82352941176,1
654.65,"Simon","0%","AE0909","W",0,2.764176132,423,1,701.27450980392,1
660.16,"Sirgi","20%","AE0909","PW",0,0,470,0.5,653.43529411765,0
485.7,"Sitzt","0%","AE0909","W",0,2.133538908,399,1,616.31764705882,1
714.66,"Skdcr","20%","AE0909","CS",0,0,430,0,708.96470588235,0
765.5,"Smart","20%","AE0909","W",0,1.556302501,422,1,691.58039215686,1
800.62,"Smugs","40%","AE0909","PW",0,0,437,0.5,761.33333333333,0
695.62,"Söndö","40%","AE0909","PW",0,0,402,0.5,762.85098039216,0
710.49,"Sonkt","40%","AE0909","PW",1,0,388,0.5,696.5137254902,0
745.08,"Sönnt","40%","AE0909","PW",0,0,370,0.5,698.18039215686,0
584.93,"Sonto","0%","AE0909","PW",0,0,362,0.5,673.63137254902,0
590.75,"Speel","0%","AE0909","PW",0,0,438,0.5,712.46274509804,0
843.95,"Sprot","20%","AE0909","PW",0,0,413,0.5,692.30196078431,0
644.34,"Sprxs","20%","AE0909","CS",0,0,415,0,696.81960784314,0
495.64,"Stark","0%","AE0909","W",0,2.698100546,419,1,673.31764705882,1
524.35,"Steht","0%","AE0909","W",0,2.772321707,396,1,684.82745098039,1
