"X1_graph","X8_frantfreqparm","Word","nl","oPE","Npix","OLD20","CN","Freq"
"maton",1.58,"maton",5,490.671728954085,836.274509803922,1.7,5,1.58
"matou",2.16,"matou",5,494.173127725725,823.556862745098,1.85,2,2.16
"matta",0.06,"matta",5,495.799952701903,818.643137254902,1.7,5,0.06
"matte",0.03,"matte",5,483.398745209328,817.498039215686,1.25,12,0.03
"matée",0.1,"matée",5,463.576455285909,857.827450980392,1.45,8,0.1
"matés",0.19,"matés",5,470.280122975049,853.396078431373,1.4,9,0.19
"maure",0.94,"maure",5,469.712799003956,816.333333333333,1.45,7,0.94
"mauve",8.03,"mauve",5,488.795266017012,814.658823529412,1.75,4,8.03
"mayas",0.42,"mayas",5,521.383512440093,869.274509803922,1.8,3,0.42
"mazas",0.03,"mazas",5,448.179727201272,832.086274509804,1.9,2,0.03
"mazet",0.19,"mazet",5,482.25084823571,816.858823529412,1.95,1,0.19
"maçon",2.97,"maçon",5,501.424467026965,866.082352941177,1.85,2,2.97
"maërl",0.06,"maërl",5,577.578266524771,823.298039215686,2,0,0.06
"media",0.42,"media",5,527.353582483009,863.219607843137,1.9,1,0.42
"melba",0.32,"melba",5,544.419642621148,865.01568627451,2,0,0.32
"melon",3.55,"melon",5,529.156189442785,826.694117647059,1.75,4,3.55
"menai",0.19,"menai",5,509.191760393407,822.498039215686,1.7,2,0.19
"menas",0.03,"menas",5,449.653153322342,853,1.6,5,0.03
"mendé",0.13,"mendé",5,493.32357879654,921.729411764706,1.75,2,0.13
"mener",23.52,"mener",5,484.36601214448,827.905882352941,1.75,3,23.52
"menez",0.35,"menez",5,458.642091132301,837.133333333333,1.7,3,0.35
"menin",0.19,"menin",5,505.98478531533,824.258823529412,1.9,2,0.19
"menon",0.26,"menon",5,474.916130737501,856.549019607843,1.6,6,0.26
"mente",0.32,"mente",5,467.643146992744,837.772549019608,1,15,0.32
"menti",6.97,"menti",5,533.88542175295,802.839215686275,1.65,3,6.97
"menue",3.42,"menue",5,451.249447377388,846.474509803922,1.6,5,3.42
"menus",9.19,"menus",5,457.953115066528,842.043137254902,1.5,6,9.19
"menât",0.13,"menât",5,507.235149441116,865.360784313726,1.9,0,0.13
"menée",10.1,"menée",5,447.820857069325,878.101960784314,1.6,5,10.1
"menés",2.94,"menés",5,454.524524758465,873.670588235294,1.5,6,2.94
"merci",55.45,"merci",5,519.413318587455,773.160784313725,1.95,0,55.45
"merda",0.03,"merda",5,499.427912832389,869.772549019608,1.9,2,0.03
"merde",49.65,"merde",5,487.026705339815,868.627450980392,1.65,5,49.65
"merdé",0.1,"merdé",5,501.984465357621,890.443137254902,1.8,3,0.1
"merle",2.32,"merle",5,514.776890706618,798.050980392157,1.6,7,2.32
"merlu",0.26,"merlu",5,545.11851372688,788.239215686275,1.9,1,0.26
"mesas",0.06,"mesas",5,451.963405184704,845.662745098039,1.85,1,0.06
"messe",19.77,"messe",5,450.543690225291,844.517647058824,1.5,5,19.77
"mette",8.77,"mette",5,483.901426594049,816.352941176471,1.2,9,8.77
"meule",3.65,"meule",5,509.802202143715,816.619607843137,1.35,8,3.65
"meure",4.48,"meure",5,470.215480388678,815.188235294118,1.5,7,4.48
"meurs",4.68,"meurs",5,476.919148077818,810.756862745098,1.45,6,4.68
"meurt",18.42,"meurt",5,518.677321258406,796.674509803922,1.8,3,18.42
"meute",4.16,"meute",5,471.329344990922,825.054901960784,1.5,5,4.16
"meuve",0.03,"meuve",5,489.297947401733,813.513725490196,1.65,6,0.03
"mezza",0.16,"mezza",5,461.08466637453,816.219607843137,2.6,1,0.16
"mezzo",0.13,"mezzo",5,471.739045274014,812.43137254902,2.85,1,0.13
"miaou",0.68,"miaou",5,524.272658222564,807.137254901961,1.9,1,0.68
"micas",0.65,"micas",5,497.387123788854,798.254901960784,1.85,2,0.65
"miche",2.29,"miche",5,517.715015058878,830.537254901961,1.4,10,2.29
"miché",0.84,"miché",5,532.672775076684,852.352941176471,1.6,7,0.84
"micro",9.94,"micro",5,537.318839249072,770.517647058824,1.8,1,9.94
"midis",0.39,"midis",5,568.090528556224,822.709803921569,1.85,2,0.39
"miels",0.1,"miels",5,558.956957341289,787.066666666667,1.75,3,0.1
"miens",11.26,"miens",5,500.699406687114,816.921568627451,1.55,6,11.26
"mieux",331.94,"mieux",5,547.159101057946,797.741176470588,1.7,5,331.94
"migre",0.06,"migre",5,567.417976058815,843.725490196078,1.55,5,0.06
"migré",0.03,"migré",5,582.375736076622,865.541176470588,1.8,3,0.03
"milan",8.81,"milan",5,570.464254463756,795.549019607843,1.85,2,8.81
"miles",3.06,"miles",5,542.640645758124,787.066666666667,1,16,3.06
"mille",124.9,"mille",5,606.790548727471,764.549019607843,1.2,11,124.9
"mimer",1.71,"mimer",5,582.566948368562,838.250980392157,1.5,9,1.71
"mimes",0.29,"mimes",5,540.167037400272,862.2,1.1,15,0.29
"mimez",0.03,"mimez",5,556.843027356383,847.478431372549,1.65,6,0.03
"mimât",0.03,"mimât",5,605.436085665198,875.705882352941,1.9,2,0.03
"mimée",0.32,"mimée",5,546.021793293407,888.447058823529,1.4,9,0.32
"mimés",0.19,"mimés",5,552.725460982547,884.01568627451,1.5,8,0.19
"minas",0.16,"minas",5,496.087639198991,818.066666666667,1.55,8,0.16
"mince",38.52,"mince",5,490.944643142818,804.447058823529,1.7,4,38.52
"minci",0.06,"minci",5,557.186917903024,769.513725490196,1.85,1,0.06
"miner",0.84,"miner",5,530.80049802113,792.972549019608,1.25,11,0.84
"mines",24.42,"mines",5,488.40058705284,816.921568627451,1,18,24.42
"minet",1.65,"minet",5,530.158760233428,802.839215686275,1.55,6,1.65
"minon",0.06,"minon",5,521.35061661415,821.61568627451,1.5,7,0.06
"minos",0.71,"minos",5,501.214060054669,814.278431372549,1.35,10,0.71
"minot",0.71,"minot",5,542.972233235258,800.196078431373,1.6,6,0.71
"minou",1.45,"minou",5,524.852015385791,808.898039215686,1.75,4,1.45
"minus",1.61,"minus",5,504.387600943178,807.109803921569,1.65,7,1.61
"minée",0.68,"minée",5,494.255342945974,843.16862745098,1.35,9,0.68
"minés",0.19,"minés",5,500.959010635114,838.737254901961,1.35,10,0.19
"miras",0.03,"miras",5,504.748525760072,786.780392156863,1.35,10,0.03
"mirer",0.52,"mirer",5,539.46138458221,761.686274509804,1.3,11,0.52
"mires",0.19,"mires",5,497.061473613921,785.635294117647,1,26,0.19
"mirez",0.06,"mirez",5,513.737463570031,770.913725490196,1.45,9,0.06
"miros",0.03,"miros",5,509.87494661575,782.992156862745,1.6,5,0.03
"mirus",0.26,"mirus",5,513.048487504258,775.823529411765,1.65,7,0.26
"mirée",0.03,"mirée",5,502.916229507055,811.882352941176,1.35,11,0.03
"mirés",0.03,"mirés",5,509.619897196195,807.450980392157,1.3,12,0.03
"misai",0.03,"misai",5,557.93649813242,780.227450980392,1.8,1,0.03
"miser",0.58,"miser",5,533.110749883493,785.635294117647,1.45,8,0.58
"mises",24.71,"mises",5,490.710838915203,809.58431372549,1.05,12,24.71
"misât",0.03,"misât",5,555.979887180128,823.090196078431,1.9,2,0.03
"misée",0.1,"misée",5,496.565594808337,835.83137254902,1.4,9,0.1
"mitan",1.97,"mitan",5,532.482475359777,803.98431372549,1.75,4,1.97
"mites",1.03,"mites",5,504.658866654145,795.501960784314,1,12,1.03
"miton",0.03,"miton",5,537.608896215455,800.196078431373,1.7,5,0.03
"mitre",1.26,"mitre",5,529.222047868455,771.552941176471,1.4,9,1.26
"mitré",0.29,"mitré",5,544.179807886261,793.36862745098,1.65,5,0.29
"mitée",0.16,"mitée",5,510.513622547279,821.749019607843,1.25,11,0.16
"mités",0.19,"mités",5,517.217290236419,817.317647058824,1.35,9,0.19
"mixer",0.13,"mixer",5,547.697954357336,779.172549019608,1.6,5,0.13
"mixte",10.55,"mixte",5,530.975089205599,789.039215686274,1.75,2,10.55
"mixée",0.03,"mixée",5,511.15279928218,829.36862745098,1.55,7,0.03
"moche",8.16,"moche",5,480.57200648262,862.827450980392,1.25,11,8.16
"modes",18.84,"modes",5,487.065392400307,889.933333333333,1.45,7,18.84
"mogol",0.29,"mogol",5,606.266996362218,874.803921568627,1.9,0,0.29
"moies",0.06,"moies",5,479.032837398881,811.372549019608,1.05,12,0.06
"moine",11.97,"moine",5,484.925189714054,818.709803921569,1.65,5,11.97
"moins",785.45,"moins",5,491.628857403194,814.278431372549,1.45,7,785.45
"moira",0.23,"moira",5,515.997226105766,788.56862745098,1.75,4,0.23
"moire",0.81,"moire",5,503.596018613191,787.423529411765,1.25,11,0.81
"moiré",0.58,"moiré",5,518.553778630997,809.239215686275,1.65,4,0.58
"moise",0.03,"moise",5,485.300174585619,811.372549019608,1.25,11,0.03
"moisi",2.94,"moisi",5,551.542449345824,776.439215686275,1.65,2,2.94
"moite",4.87,"moite",5,504.709883215435,797.290196078431,1.5,8,4.87
"mokas",0.16,"mokas",5,499.650202755808,873.101960784314,1.95,0,0.16
"moles",0.77,"moles",5,505.497637181866,819.356862745098,1.2,12,0.77
"molle",13.16,"molle",5,569.647540151213,796.839215686275,1.4,8,13.16
"molli",0.16,"molli",5,635.889814911419,761.905882352941,1.7,2,0.16
"mollo",1.16,"mollo",5,592.703126543273,794.196078431373,1.85,3,1.16
"molto",0.13,"molto",5,554.230269390479,802.63137254902,1.9,1,0.13
"moman",0.16,"moman",5,530.847637529647,902.972549019608,1.9,2,0.16
"momie",1.87,"momie",5,540.202488714534,863.988235294118,1.85,2,1.87
"monde",602.65,"monde",5,487.657296079126,897.270588235294,1.25,9,602.65
"monos",0.19,"monos",5,464.071051478411,846.56862745098,1.75,3,0.19
"monta",17.52,"monta",5,489.33583178571,836.274509803922,1.6,5,17.52
"monte",52.1,"monte",5,476.934624293136,835.129411764706,1,14,52.1
"monts",6.16,"monts",5,483.638291982276,830.698039215686,1.35,8,6.16
"monté",20.52,"monté",5,491.892384310942,856.945098039216,1.5,6,20.52
"moqua",0.55,"moqua",5,522.69389367666,894.137254901961,1.8,3,0.55
"moque",7.23,"moque",5,510.292686184085,892.992156862745,1.3,9,7.23
"moqué",1.84,"moqué",5,525.250446201892,914.807843137255,1.7,4,1.84
"moral",25.03,"moral",5,555.347254275955,796.552941176471,1.75,1,25.03
"morde",0.16,"morde",5,496.318182640206,865.98431372549,1,13,0.16
"mords",1.35,"mords",5,503.021850329346,861.552941176471,1.25,10,1.35
"mordu",4.23,"mordu",5,526.659805660468,856.172549019608,1.7,3,4.23
"mores",0.13,"mores",5,459.918465037663,817.925490196078,1,15,0.13
"moria",0.03,"moria",5,509.498132420757,788.56862745098,1.9,2,0.03
"morne",9.65,"morne",5,465.810817352836,825.262745098039,1.35,10,9.65
"morné",0.03,"morné",5,480.768577370642,847.078431372549,1.7,4,0.03
"morse",1.29,"morse",5,466.1858022244,817.925490196078,1.4,9,1.29
"morte",53.19,"morte",5,485.595510854217,803.843137254902,1.05,15,53.19
"morts",69.97,"morts",5,492.299178543357,799.411764705882,1.3,10,69.97
"morue",3.84,"morue",5,469.201811238861,812.545098039216,1.4,7,3.84
"morus",0.26,"morus",5,475.905478928001,808.113725490196,1.45,6,0.26
"morve",1,"morve",5,503.564113265028,792.301960784314,1.6,6,1
"mossi",0.81,"mossi",5,526.077442285888,806.941176470588,1.85,2,0.81
"mosso",0.26,"mosso",5,482.890753917742,839.23137254902,1.9,1,0.26
"motel",0.68,"motel",5,555.257595170028,805.274509803922,1.85,1,0.68
"motet",0.26,"motet",5,509.274031258476,813.709803921569,1.9,1,0.26
"motif",15.77,"motif",5,578.336111400926,797.050980392157,1.85,1,15.77
"motos",2.26,"motos",5,480.329331079716,825.149019607843,1.7,4,2.26
"motta",0.1,"motta",5,505.594111387016,814.854901960784,1.75,5,0.1
"motte",2.74,"motte",5,493.192903894441,813.709803921569,1.35,11,2.74
"motus",0.61,"motus",5,483.502871968225,817.980392156863,1.7,4,0.61
"mouds",0.06,"mouds",5,498.047161766443,880.121568627451,1.7,3,0.06
"moues",0.55,"moues",5,454.94377647476,836.494117647059,1.2,10,0.55
"moula",0.03,"moula",5,531.494886936681,815.121568627451,1.45,9,0.03
"moule",7.26,"moule",5,519.093679444107,813.976470588235,1,14,7.26
"moult",1.61,"moult",5,567.555520313835,795.462745098039,1.75,4,1.61
"moulu",1.03,"moulu",5,549.435302464368,804.164705882353,1.45,7,1.03
"moulé",1.74,"moulé",5,534.051439461913,835.792156862745,1.45,8,1.74
"mound",0.03,"mound",5,522.402378816016,887.458823529412,1.8,2,0.03
"moyen",162.32,"moyen",5,543.627175538536,871.678431372549,1.85,2,162.32
"moyeu",1.23,"moyeu",5,547.128574310177,858.960784313726,1.9,1,1.23
"moïse",7.39,"moïse",5,492.886694628187,817.83137254902,1.9,2,7.39
"moûts",0.23,"moûts",5,503.912562513475,844.427450980392,1.7,4,0.23
"muait",0.52,"muait",5,542.017813297719,791.266666666667,1.45,8,0.52
"muant",0.23,"muant",5,510.731705722373,829.105882352941,1.45,8,0.23
"mucha",0.06,"mucha",5,498.672505199311,856.803921568627,1.8,3,0.06
"muche",0.06,"muche",5,486.271297706737,855.658823529412,1.5,9,0.06
"mucor",0.13,"mucor",5,513.469738260681,795.639215686274,2,0,0.13
"mucus",0.68,"mucus",5,474.243368180899,812.419607843137,1.95,1,0.68
"muent",0.23,"muent",5,511.013862515562,827.960784313726,1.6,5,0.23
"muets",6.42,"muets",5,489.040382836354,820.623529411765,1.7,1,6.42
"mufle",3.9,"mufle",5,561.548548018,816.380392156863,1.8,0,3.9
"mufti",0.1,"mufti",5,589.317965625412,789.882352941176,2,0,0.1
"muges",0.06,"muges",5,511.411077492364,892.796078431373,1.45,9,0.06
"mugir",0.48,"mugir",5,597.693116040313,833.913725490196,1.75,4,0.48
"mugis",0.03,"mugis",5,555.293205072024,857.862745098039,1.7,5,0.03
"mugit",0.48,"mugit",5,597.051378252612,843.780392156863,1.7,5,0.48
"muids",0.1,"muids",5,527.835513914681,847.83137254902,1.95,0,0.1
"mules",2.77,"mules",5,511.196928405983,812.188235294118,1.05,12,2.77
"mulet",2.1,"mulet",5,552.955101586571,798.105882352941,1.65,3,2.1
"mulon",0.03,"mulon",5,544.146957967293,816.882352941176,1.85,2,0.03
"mulot",0.45,"mulot",5,565.768574588401,795.462745098039,1.7,5,0.45
"munie",4.26,"munie",5,494.135329591218,811.541176470588,1.6,5,4.26
"munir",0.9,"munir",5,543.238908248647,783.160784313725,1.65,5,0.9
"munis",5.71,"munis",5,500.838997280358,807.109803921569,1.6,5,5.71
"munit",0.23,"munit",5,542.597170460946,793.027450980392,1.6,6,0.23
"mural",1.13,"mural",5,561.046545500072,789.38431372549,1.75,3,1.13
"murer",0.71,"murer",5,508.017667230069,786.807843137255,1.35,10,0.71
"mures",0.13,"mures",5,465.617756261779,810.756862745098,1,21,0.13
"muret",1.58,"muret",5,507.375929442368,796.674509803922,1.45,7,1.58
"murex",0.13,"murex",5,508.686456746585,804.294117647059,1.7,5,0.13
"murez",0.03,"murez",5,482.29374621789,796.035294117647,1.55,7,0.03
"murin",0.1,"murin",5,529.63644040092,783.160784313725,1.75,5,0.1
"murée",0.94,"murée",5,471.472512154914,837.003921568627,1.35,8,0.94
"murés",0.61,"murés",5,478.176179844054,832.572549019608,1.5,6,0.61
"muser",0.06,"muser",5,501.667032531351,810.756862745098,1.4,7,0.06
"muses",0.9,"muses",5,459.267121563061,834.705882352941,1.35,8,0.9
"musse",0.06,"musse",5,465.534458749799,834.705882352941,1.3,11,0.06
"musée",33.81,"musée",5,465.121877456196,860.952941176471,1.45,5,33.81
"muter",0.35,"muter",5,515.615060270294,796.674509803922,1.6,6,0.35
"mutin",0.45,"mutin",5,537.233833441144,793.027450980392,1.5,6,0.45
"mutât",0.03,"mutât",5,538.484197566929,834.129411764706,1.95,1,0.03
"mutés",0.23,"mutés",5,485.773572884278,842.439215686275,1.65,5,0.23
"muées",0.03,"muées",5,471.094164945153,860.952941176471,1.25,10,0.03
"myope",2.68,"myope",5,604.067018620147,921.447058823529,1.9,0,2.68
"myrte",0.55,"myrte",5,575.787296287794,824.521568627451,1.8,3,0.55
"myste",0.03,"myste",5,569.436661589076,848.470588235294,1.9,2,0.03
"mythe",17.84,"mythe",5,585.72258692764,881.898039215686,1.95,0,17.84
"mâcha",0.23,"mâcha",5,500.506121625662,894.203921568627,1.65,7,0.23
"mâche",1.58,"mâche",5,488.104914133087,893.058823529412,1.35,11,1.58
"mâché",0.77,"mâché",5,503.062674150894,914.874509803922,1.45,9,0.77
"mâcon",1.26,"mâcon",5,493.040000278222,864.325490196078,2,0,1.26
"mâles",7.61,"mâles",5,513.030544832333,849.588235294118,1.5,9,7.61
"mânes",0.55,"mânes",5,458.790486127049,879.443137254902,1.8,3,0.55
"mâtin",0.1,"mâtin",5,539.067449867494,830.427450980392,1.75,2,0.1
"mâtée",0.03,"mâtée",5,480.903521621489,884.270588235294,1.6,6,0.03
"mèche",10.39,"mèche",5,485.946653311909,887.250980392157,1.55,8,10.39
"mèdes",0.06,"mèdes",5,492.440039229596,914.356862745098,1.8,4,0.06
"mènes",0.74,"mènes",5,456.632225305871,873.635294117647,1.65,5,0.74
"mères",20.94,"mères",5,465.293111866952,842.349019607843,1.35,9,20.94
"mètre",16.42,"mètre",5,497.453686121486,828.266666666667,1.85,1,16.42
"méats",0.1,"méats",5,488.666520599015,853.396078431373,1.85,1,0.1
"méché",0.03,"méché",5,501.137352280393,909.101960784314,1.65,6,0.03
"média",0.23,"média",5,542.252645563367,885.035294117647,1.5,5,0.23
"médis",0.03,"médis",5,536.555105759932,879.458823529412,1.65,4,0.03
"médit",0.13,"médit",5,578.313278940521,865.376470588235,1.6,3,0.13
"médoc",2.39,"médoc",5,518.866072658221,899.274509803922,2.4,0,2.39
"méfia",0.03,"méfia",5,546.886606987596,841.16862745098,1.75,5,0.03
"méfie",5.39,"méfie",5,534.485399495022,840.023529411765,1.7,3,5.39
"méfié",0.68,"méfié",5,549.443159512828,861.839215686275,1.75,3,0.68
"mégot",4.97,"mégot",5,565.891018230632,907.698039215686,1.8,1,4.97
"mélos",0.19,"mélos",5,523.918695963662,841.172549019608,1.9,1,0.19
"mémés",0.45,"mémés",5,521.190038186255,940.764705882353,1.9,1,0.45
"mérou",0.06,"mérou",5,501.97747915058,834.360784313726,1.95,1,0.06
"méson",1.55,"méson",5,492.125445680222,871.027450980392,1.95,0,1.55
"métal",39.45,"métal",5,568.552233096146,830.878431372549,1.85,1,39.45
"métis",2.19,"métis",5,517.005571437513,817.317647058824,1.9,2,2.19
"métra",0.06,"métra",5,510.087832564738,829.447058823529,1.9,1,0.06
"métro",21.29,"métro",5,520.742211464223,825.658823529412,1.8,3,21.29
"météo",0.84,"météo",5,502.033786143047,875.854901960784,1.95,1,0.84
"mêlai",0.29,"mêlai",5,580.787966807864,819.070588235294,1.85,0,0.29
"mêler",11.74,"mêler",5,555.962218558937,824.478431372549,1.65,5,11.74
"mêles",0.39,"mêles",5,513.562307590647,848.427450980392,1.4,10,0.39
"mêlez",1.81,"mêlez",5,530.238297546757,833.705882352941,1.8,2,1.81
"mêlât",0.32,"mêlât",5,578.831355855572,861.933333333333,2,0,0.32
"mêlée",12.1,"mêlée",5,519.417063483781,874.674509803922,1.75,2,12.1
"mêlés",9.16,"mêlés",5,526.120731172921,870.243137254902,1.75,3,9.16
"mêmes",252.26,"mêmes",5,511.088699232795,923.560784313725,1.75,4,252.26
"mîmes",0.68,"mîmes",5,547.665349275572,871.011764705882,1.65,7,0.68
"môles",0.42,"môles",5,522.909557693242,845.8,1.5,9,0.42
"mômes",11.77,"mômes",5,520.43594933539,920.933333333333,1.7,5,11.77
"mûres",2.45,"mûres",5,483.076496323962,837.203921568627,1.5,7,2.45
"mûrie",0.55,"mûrie",5,520.254956214482,806.701960784314,1.6,4,0.55
"mûrir",2.06,"mûrir",5,569.358534871911,778.321568627451,1.7,3,2.06
"mûris",0.23,"mûris",5,526.958623903621,802.270588235294,1.6,5,0.23
"mûrit",1.13,"mûrit",5,568.71679708421,788.188235294118,1.75,4,1.13
"mûron",0.03,"mûron",5,516.026525885273,841.898039215686,2,0,0.03
"mûrît",0.03,"mûrît",5,575.373255708809,797,2.05,1,0.03
"nabab",0.42,"nabab",5,482.463170780904,885.270588235294,1.95,0,0.42
"nabis",1.32,"nabis",5,467.11854294041,807.321568627451,1.85,1,1.32
"nabot",0.77,"nabot",5,477.808061543169,825.529411764706,1.7,4,0.77
"nacra",0.03,"nacra",5,430.841826819411,765.105882352941,1.7,5,0.03
"nacre",3.74,"nacre",5,418.440619326836,763.960784313726,1.6,5,3.74
"nacré",1,"nacré",5,433.398379344642,785.776470588235,1.6,5,1
"nadir",0.32,"nadir",5,514.667805994337,789.560784313726,2,0,0.32
"nagea",0.55,"nagea",5,452.729701117764,864.050980392157,1.6,4,0.55
"nager",5.58,"nager",5,489.432072282619,834.525490196078,1.55,5,5.58
"nages",0.23,"nages",5,447.032161314329,858.474509803922,1.25,12,0.23
"nagez",0.19,"nagez",5,463.708151270439,843.752941176471,1.75,3,0.19
"naine",1.03,"naine",5,426.245564760135,777.219607843137,1.35,9,1.03
"nains",3.39,"nains",5,432.949232449275,772.788235294118,1.4,8,3.39
"najas",0.03,"najas",5,489.264262810479,793.552941176471,1.9,1,0.03
"nanan",0.35,"nanan",5,420.401562228295,816.203921568627,1.85,2,0.35
"nanar",0.06,"nanar",5,442.664916637104,784.917647058823,1.75,2,0.06
"nanas",2.97,"nanas",5,400.265005668814,808.866666666667,1.5,7,2.97
"nanti",0.94,"nanti",5,484.497274099422,758.705882352941,1.8,0,0.94
"nappa",0.1,"nappa",5,507.838911030889,915.741176470588,1.65,7,0.1
"nappe",13.16,"nappe",5,495.437703538314,914.596078431373,1.5,6,13.16
"nappé",0.26,"nappé",5,510.39546355612,936.411764705882,1.6,6,0.26
"narra",0.1,"narra",5,438.203228790628,753.63137254902,1.6,7,0.1
"narre",0.16,"narre",5,425.802021298054,752.486274509804,1.5,8,0.16
"narré",0.19,"narré",5,440.75978131586,774.301960784314,1.55,7,0.19
"nasal",0.42,"nasal",5,490.316994623318,779.011764705882,1.8,3,0.42
"nases",0.03,"nases",5,394.888205385026,800.38431372549,1.45,9,0.03
"nasse",0.71,"nasse",5,401.155542571763,800.38431372549,1.35,9,0.71
"natal",5.13,"natal",5,504.265022362261,764.929411764706,1.75,3,5.13
"natif",2.03,"natif",5,519.656486447007,755.560784313725,1.9,1,2.03
"natta",0.1,"natta",5,446.914486433097,773.364705882353,1.8,4,0.1
"natte",2.39,"natte",5,434.513278940522,772.219607843137,1.4,9,2.39
"natté",0.1,"natté",5,449.471038958328,794.035294117647,1.7,4,0.1
"naval",1.55,"naval",5,518.94799435205,753.388235294118,1.7,2,1.55
"naves",0.52,"naves",5,423.519205113757,774.760784313725,1.2,11,0.52
"navet",0.9,"navet",5,465.277378294346,760.678431372549,1.75,3,0.9
"navra",0.13,"navra",5,460.483593820642,751.956862745098,1.8,4,0.13
"navre",0.35,"navre",5,448.082386328067,750.811764705882,1.5,5,0.35
"navré",2.26,"navré",5,463.040146345873,772.627450980392,1.7,4,2.26
"nazes",0.03,"nazes",5,391.607208786315,785.662745098039,1.65,5,0.03
"nazie",1.32,"nazie",5,428.785668676834,755.160784313725,1.8,1,1.32
"nazis",5.26,"nazis",5,435.489336365974,750.729411764706,1.7,3,5.26
"naïfs",3.48,"naïfs",5,483.988642892416,776.101960784314,1.95,0,3.48
"naïve",6.26,"naïve",5,471.585380714896,750.717647058824,1.9,0,6.26
"neige",48.23,"neige",5,482.341496428297,826.827450980392,1.8,2,48.23
"neigé",0.39,"neigé",5,497.299256446103,848.643137254902,1.9,1,0.39
"nenni",0.19,"nenni",5,465.215261982763,778.980392156863,2,0,0.19
"neper",0.19,"neper",5,482.801206101453,832.396078431373,2,0,0.19
"nerfs",21.32,"nerfs",5,457.790431873351,775.050980392157,1.75,3,21.32
"nerva",0.06,"nerva",5,457.788377188405,750.811764705882,1.75,3,0.06
"nerve",0.03,"nerve",5,445.38716969583,749.666666666667,1.65,6,0.03
"nervi",0.32,"nervi",5,511.629444456036,714.733333333333,1.75,4,0.32
"nervé",0.03,"nervé",5,460.344929713637,771.482352941176,1.8,3,0.03
"nette",19.23,"nette",5,435.015960325243,771.074509803922,1.65,6,19.23
"neufs",10.42,"neufs",5,452.815743310448,793.619607843137,1.75,3,10.42
"neuve",20.42,"neuve",5,440.412481132927,768.235294117647,1.8,3,20.42
"neveu",8.74,"neveu",5,447.6598418296,768.235294117647,1.95,0,8.74
"niais",2.81,"niais",5,482.817891200466,734.949019607843,1.55,5,2.81
"niait",1.58,"niait",5,524.576064381054,720.866666666667,1.7,5,1.58
"niant",1.32,"niant",5,493.289956805708,758.705882352941,1.65,6,1.32
"niard",0.03,"niard",5,525.0651948612,789.560784313726,1.85,1,0.03
"nicet",0.06,"nicet",5,482.572778554486,737.749019607843,1.85,1,0.06
"nicha",0.03,"nicha",5,481.230756282647,786.403921568627,1.8,4,0.03
"niche",4.39,"niche",5,468.829548790072,785.258823529412,1.45,7,4.39
"niché",0.32,"niché",5,483.787308807878,807.074509803922,1.6,6,0.32
"nicol",0.84,"nicol",5,541.369815467867,726.670588235294,1.9,1,0.84
"nient",0.97,"nient",5,493.572113598897,757.560784313725,1.5,8,0.97
"niera",0.32,"niera",5,476.18230912088,745.933333333333,1.75,2,0.32
"nimba",0.03,"nimba",5,539.495053871139,859.937254901961,1.9,2,0.03
"nimbe",0.81,"nimbe",5,527.093846378564,858.792156862745,1.7,3,0.81
"nimbé",0.48,"nimbé",5,542.051606396371,880.607843137255,1.75,3,0.48
"ninas",0.45,"ninas",5,447.202172930185,772.788235294118,1.85,2,0.45
"nions",0.35,"nions",5,459.189705708461,769,1.55,5,0.35
"nippe",0.06,"nippe",5,542.374870799685,878.517647058824,1.65,3,0.06
"nippé",0.03,"nippé",5,557.332630817491,900.333333333333,1.85,2,0.03
"nique",2.16,"nique",5,498.550228491537,815.423529411765,1.5,5,2.16
"niqué",0.16,"niqué",5,513.507988509343,837.239215686275,1.8,3,0.16
"nisan",0.1,"nisan",5,469.648981352029,772.788235294118,1.95,1,0.1
"nitre",0.1,"nitre",5,480.336581599649,726.274509803922,1.55,9,0.1
"nitré",0.03,"nitré",5,495.294341617455,748.090196078431,1.75,4,0.03
"nivet",0.06,"nivet",5,512.214545555717,724.6,1.7,5,0.06
"nièce",6.1,"nièce",5,455.297242103651,778.043137254902,1.75,3,6.1
"nième",0.03,"nième",5,511.944633404975,843.133333333333,1.8,2,0.03
"nière",0.03,"nière",5,477.316367227983,766.56862745098,1.75,5,0.03
"niébé",0.03,"niébé",5,504.422451293393,854.239215686275,1.95,1,0.03
"niées",0.1,"niées",5,453.652416028488,790.552941176471,1.7,2,0.1
"noble",20.26,"noble",5,497.180477015211,815.949019607843,1.95,0,20.26
"noces",9.81,"noces",5,403.671596797639,784.121568627451,1.65,5,9.81
"nocif",0.87,"nocif",5,514.491850120678,753.380392156863,1.95,0,0.87
"nodal",0.45,"nodal",5,533.608715369793,823.282352941176,1.95,1,0.45
"nodus",0.03,"nodus",5,454.166940021839,834.843137254902,1.9,1,0.03
"noeud",10.9,"noeud",5,472.92450806502,839.274509803922,2,0,10.9
"noies",0.06,"noies",5,430.147371130075,766.094117647059,1.15,12,0.06
"noire",92.13,"noire",5,454.710552344385,742.145098039216,1.4,9,92.13
"noirs",66.29,"noirs",5,461.414220033525,737.713725490196,1.7,4,66.29
"noise",0.19,"noise",5,436.414708316813,766.094117647059,1.6,6,0.19
"nolis",0.03,"nolis",5,500.494298492719,739.145098039216,1.8,4,0.03
"nomes",0.06,"nomes",5,454.138562555209,849.211764705882,1.4,7,0.06
