"X1_graph","X8_frantfreqparm","Word","nl","oPE","Npix","OLD20","CN","Freq"
"abats",0.9,"abats",5,471.690214162997,821.980392156863,1.75,1,0.9
"abbés",0.84,"abbés",5,483.105743240892,898.603921568627,1.95,0,0.84
"abcès",5.35,"abcès",5,454.708071976572,844.223529411765,2,1,5.35
"abies",0.1,"abies",5,467.664116742829,804.41568627451,1.9,1,0.1
"aboie",1.23,"aboie",5,484.145882631164,806.203921568627,1.85,1,1.23
"abois",1.9,"abois",5,490.849550320304,801.772549019608,1.7,2,1.9
"aboli",2.42,"aboli",5,577.359600470198,779.254901960784,1.7,1,2.42
"abord",261.06,"abord",5,533.096853981038,856.38431372549,1.7,0,261.06
"about",0.48,"about",5,504.712609811571,812.811764705882,1.75,2,0.48
"aboya",0.68,"aboya",5,546.359486398318,860.317647058824,1.95,1,0.68
"aboyé",0.35,"aboyé",5,548.91603892355,880.988235294118,1.95,1,0.35
"abras",0.03,"abras",5,456.236796527762,812.113725490196,1.6,2,0.03
"abris",4.03,"abris",5,492.43187196127,776.035294117647,1.75,2,4.03
"abusa",0.13,"abusa",5,462.24360049802,830.682352941176,1.7,3,0.13
"abuse",1.58,"abuse",5,449.842393005445,829.537254901961,1.55,3,1.58
"abusé",2.42,"abusé",5,464.800153023251,851.352941176471,1.7,3,2.42
"abyme",0.06,"abyme",5,571.313345714305,910,1.85,2,0.06
"abêti",0.32,"abêti",5,548.013338063142,816.760784313725,1.95,0,0.32
"abîma",0.35,"abîma",5,545.797661526476,866.988235294118,1.9,2,0.35
"abîme",13.23,"abîme",5,533.396454033901,865.843137254902,1.65,3,13.23
"abîmé",2.65,"abîmé",5,548.354214051707,887.658823529412,1.85,2,2.65
"accru",6.39,"accru",5,462.69240517775,734.337254901961,1.85,0,6.39
"accus",0.29,"accus",5,423.774614833516,758.286274509804,1.75,1,0.29
"accès",32.45,"accès",5,421.307330509357,789.878431372549,1.9,2,32.45
"achat",16.06,"achat",5,478.831681377765,801.062745098039,1.85,0,16.06
"aches",0.03,"aches",5,429.386456051025,814,1.5,2,0.03
"acide",34.77,"acide",5,470.663092878158,798.129411764706,1.7,3,34.77
"acier",31.61,"acier",5,476.663286243904,726.121568627451,1.9,1,31.61
"acnés",0.06,"acnés",5,419.046539935589,809.725490196078,1.9,1,0.06
"acres",0.23,"acres",5,415.149002914396,756.623529411765,1.45,5,0.23
"acron",0.06,"acron",5,448.099032475706,761.317647058824,1.9,0,0.06
"actes",38.84,"actes",5,422.74639595462,766.490196078431,1.7,3,38.84
"actif",14.94,"actif",5,533.56664927766,735.749019607843,1.95,0,14.94
"acéré",0.65,"acéré",5,460.146352829886,804.686274509804,1.65,1,0.65
"adage",1.23,"adage",5,498.467234243821,904.772549019608,1.95,0,1.23
"adams",1.71,"adams",5,502.876746725649,894.866666666667,1.9,0,1.71
"adieu",24.06,"adieu",5,488.974203061855,805.223529411765,1.9,0,24.06
"adjas",0.32,"adjas",5,534.24729809625,834.274509803922,1.95,0,0.32
"admet",17.55,"admet",5,531.085612336455,879.639215686274,1.75,4,17.55
"admis",29.58,"admis",5,533.209566735526,858.788235294118,1.85,1,29.58
"admit",2.81,"admit",5,574.967739916115,844.705882352941,1.85,3,2.81
"admît",0.19,"admît",5,581.624198540714,853.517647058824,2.1,2,0.19
"adobe",0.03,"adobe",5,480.451828975647,884.764705882353,1.95,1,0.03
"adonc",0.23,"adonc",5,470.61519520898,833.325490196078,1.9,1,0.23
"adora",0.03,"adora",5,481.603942435434,820.090196078431,1.75,3,0.03
"adore",9.74,"adore",5,469.202734942859,818.945098039216,1.55,3,9.74
"adoré",1.87,"adoré",5,484.160494960665,840.760784313725,1.7,2,1.87
"adret",0.1,"adret",5,487.980048550104,803.074509803922,1.9,1,0.1
"adulé",0.32,"adulé",5,520.354849793765,835.023529411765,1.9,0,0.32
"aequo",0.48,"aequo",5,477.087327588004,845.952941176471,2.8,0,0.48
"affût",6.06,"affût",5,572.443973318308,803.98431372549,2.1,0,6.06
"afnor",0.13,"afnor",5,513.221707043937,777.98431372549,2.55,0,0.13
"agace",2.23,"agace",5,465.516694141295,844.239215686275,1.5,5,2.23
"agacé",4.74,"agacé",5,480.474454159102,866.054901960784,1.85,1,4.74
"agame",0.06,"agame",5,522.164085442619,909.329411764706,1.65,6,0.06
"agami",0.03,"agami",5,588.406360202825,874.396078431373,1.95,1,0.03
"agape",0.06,"agape",5,518.511727841189,913.819607843137,1.75,4,0.06
"agate",0.65,"agate",5,488.649683867871,842.63137254902,1.65,5,0.65
"agave",0.06,"agave",5,506.618286278682,831.090196078431,1.7,4,0.06
"agaça",0.61,"agaça",5,504.842591935674,873.58431372549,2,0,0.61
"agent",30.39,"agent",5,517.608988029407,844.392156862745,1.55,3,30.39
"agers",0.1,"agers",5,494.521643747956,827.188235294118,1.8,2,0.1
"agglo",0.03,"agglo",5,605.211692367616,884.066666666667,2.65,0,0.03
"aghas",0.03,"aghas",5,494.137387058405,885.709803921569,1.9,0,0.03
"agile",2.26,"agile",5,555.47715710619,798.117647058824,1.65,3,2.26
"agios",0.03,"agios",5,504.140727138672,817.992156862745,1.85,1,0.03
"agira",2.16,"agira",5,528.291642843727,797.83137254902,1.75,2,2.16
"agita",3.32,"agita",5,529.405507445971,807.698039215686,1.7,4,3.32
"agite",8.1,"agite",5,517.004299953397,806.552941176471,1.5,4,8.1
"agité",6.16,"agité",5,531.962059971203,828.36862745098,1.7,3,6.16
"agnat",0.03,"agnat",5,512.997220541284,845.537254901961,1.95,0,0.03
"agnel",0.19,"agnel",5,551.293732306685,835.956862745098,1.95,0,0.19
"agnès",6.77,"agnès",5,477.071724780723,880.254901960784,1.95,1,6.77
"agora",0.52,"agora",5,507.594948841543,830.121568627451,1.85,2,0.52
"agrès",0.71,"agrès",5,485.732611341804,848.96862745098,1.85,2,0.71
"agréa",0.13,"agréa",5,490.468845161334,854.580392156863,1.85,2,0.13
"agrée",0.39,"agrée",5,478.067637668759,853.435294117647,1.65,3,0.39
"agréé",1.61,"agréé",5,493.025397686566,875.250980392157,1.7,2,1.61
"ahana",0.1,"ahana",5,449.987432617601,840.533333333333,1.8,3,0.1
"ahane",0.19,"ahane",5,437.586225125026,839.388235294118,1.75,3,0.19
"ahans",0.1,"ahans",5,444.289892814166,834.956862745098,1.65,6,0.1
"ahané",0.06,"ahané",5,452.543985142832,861.203921568627,1.8,3,0.06
"ahuri",3.97,"ahuri",5,526.764883945773,762.211764705882,1.8,0,3.97
"aicha",0.03,"aicha",5,483.146754863704,784.643137254902,1.9,2,0.03
"aidai",0.55,"aidai",5,544.464592506033,781.247058823529,1.75,2,0.55
"aider",44.61,"aider",5,519.638844257106,786.654901960784,1.55,7,44.61
"aides",6.81,"aides",5,477.238933288816,810.603921568627,1,14,6.81
"aidez",2.13,"aidez",5,493.914923244926,795.882352941176,1.7,4,2.13
"aidât",0.42,"aidât",5,542.507981553741,824.109803921569,1.95,1,0.42
"aidée",3.26,"aidée",5,483.09368918195,836.850980392157,1.5,6,3.26
"aidés",2.81,"aidés",5,489.79735687109,832.419607843137,1.55,7,2.81
"aient",42.23,"aient",5,495.488112179954,755.8,1.25,10,42.23
"aigle",9,"aigle",5,560.035230126104,798.117647058824,1.55,7,9
"aigre",6.06,"aigre",5,520.448508371066,796.686274509804,1.5,6,6.06
"aigri",0.94,"aigri",5,586.690783131272,761.752941176471,1.65,1,0.94
"aigue",0.48,"aigue",5,505.168673357955,815.254901960784,1.3,12,0.48
"aigus",4.97,"aigus",5,511.872341047095,810.823529411765,1.7,3,4.97
"aiguë",12.61,"aiguë",5,524.218613191994,839.356862745098,1.75,3,12.61
"ailer",0.03,"ailer",5,538.071089038665,716.078431372549,1.6,6,0.03
"ailes",27.81,"ailes",5,495.671178070375,740.027450980392,1,13,27.81
"aille",22.06,"aille",5,559.821081039722,717.509803921569,1,12,22.06
"aillé",0.13,"aillé",5,574.778841057528,739.325490196078,1.3,4,0.13
"ailée",1.1,"ailée",5,501.525933963509,766.274509803922,1.4,8,1.1
"ailés",0.58,"ailés",5,508.229601652649,761.843137254902,1.4,8,0.58
"aimai",0.39,"aimai",5,560.42322892974,785.803921568627,1.7,2,0.39
"aimer",54.32,"aimer",5,535.597480680813,791.211764705882,1.4,8,54.32
"aimes",14.23,"aimes",5,493.197569712523,815.160784313725,1.15,13,14.23
"aimez",11.81,"aimez",5,509.873559668634,800.439215686275,1.5,7,11.81
"aimât",1.16,"aimât",5,558.466617977449,828.666666666667,1.8,3,1.16
"aimée",15.1,"aimée",5,499.052325605658,841.407843137255,1.35,9,15.1
"aimés",5.87,"aimés",5,505.755993294798,836.976470588235,1.45,8,5.87
"aines",0.23,"aines",5,441.431119365091,769.882352941176,1,11,0.23
"ainsi",649.77,"ainsi",5,513.940731312034,734.949019607843,1.95,0,649.77
"aires",9.71,"aires",5,450.092005926172,738.596078431373,1,16,9.71
"aises",1.16,"aises",5,443.741371227454,762.545098039216,1.05,12,1.16
"aisée",5.74,"aisée",5,449.596127120588,788.792156862745,1.3,8,5.74
"aisés",2.19,"aisés",5,456.299794809728,784.360784313726,1.5,6,2.19
"ajonc",0.23,"ajonc",5,538.419496553498,777.290196078431,2.15,1,0.23
"ajout",0.16,"ajout",5,570.189042143993,762.964705882353,1.65,2,0.16
"alain",22.1,"alain",5,534.134422580666,748.509803921569,1.8,3,22.1
"album",7.39,"album",5,595.263301546229,855.203921568627,2.15,0,7.39
"aldes",0.06,"aldes",5,506.502909528478,818.588235294118,1.75,4,0.06
"aleph",0.32,"aleph",5,576.194616363749,861.062745098039,2.7,0,0.32
"alfas",0.06,"alfas",5,518.823923098858,775.866666666667,1.8,3,0.06
"algol",0.71,"algol",5,625.704513490389,803.458823529412,2.3,1,0.71
"algue",1.81,"algue",5,534.432649597617,823.239215686275,1.85,2,1.81
"alias",2.23,"alias",5,506.157406673203,741.172549019608,1.65,6,2.23
"alibi",3.87,"alibi",5,600.524904534356,746.964705882353,1.95,0,3.87
"alios",0.13,"alios",5,511.283827528881,737.38431372549,1.85,3,0.13
"alise",0.16,"alise",5,504.73769171379,740.027450980392,1.5,4,0.16
"alita",0.16,"alita",5,536.548607836181,727.090196078431,1.85,2,0.16
"alité",0.26,"alité",5,539.105160361412,747.760784313725,1.8,3,0.26
"alizé",0.61,"alizé",5,521.116216986971,747.121568627451,1.9,1,0.61
"allai",9.19,"allai",5,592.160813527254,718.654901960784,1.8,1,9.19
"allas",0.06,"allas",5,532.622206456188,749.156862745098,1.45,6,0.06
"aller",234.58,"aller",5,567.335065278327,724.062745098039,1.65,2,234.58
"allez",89.87,"allez",5,541.611144266148,733.290196078431,1.9,1,89.87
"allia",0.23,"allia",5,574.514821693131,718.654901960784,1.75,2,0.23
"allie",1.06,"allie",5,562.113614200556,717.509803921569,1.6,3,1.06
"allié",8.23,"allié",5,577.071374218363,739.325490196078,1.65,2,8.23
"allât",1.81,"allât",5,590.204202574963,761.517647058824,1.95,0,1.81
"allée",33.13,"allée",5,530.789910203172,774.258823529412,1.45,5,33.13
"allés",9.45,"allés",5,537.493577892311,769.827450980392,1.6,3,9.45
"almée",0.06,"almée",5,528.31630184532,849.392156862745,1.65,4,0.06
"alors",793.84,"alors",5,509.040509428318,743.937254901961,1.9,1,793.84
"alose",0.1,"alose",5,484.040997711605,772.317647058824,1.75,4,0.1
"aloès",0.65,"aloès",5,491.293390091047,794.098039215686,1.95,1,0.65
"alpax",0.13,"alpax",5,568.771508461489,822.317647058824,1.95,0,0.13
"alpes",16.9,"alpes",5,518.015755830532,827.635294117647,1.8,1,16.9
"alpha",1.87,"alpha",5,558.431906739282,862.207843137255,2,0,1.87
"alpin",1.13,"alpin",5,582.034439969672,800.039215686274,1.8,2,1.13
"alpée",0.03,"alpée",5,523.870511723666,853.882352941176,1.8,2,0.03
"altos",0.13,"altos",5,499.766848207887,753.803921568627,1.85,2,0.13
"aluné",0.03,"aluné",5,495.23140593591,794.301960784314,1.9,0,0.03
"alvin",0.13,"alvin",5,565.655031334987,717.309803921569,1.85,2,0.13
"alène",0.16,"alène",5,489.825513149565,804.078431372549,1.6,5,0.16
"alèse",0.35,"alèse",5,490.20049802113,796.741176470588,1.75,4,0.35
"alèze",0.03,"alèze",5,491.621263276505,782.019607843137,1.85,2,0.03
"aléas",2.35,"aléas",5,492.519442995359,797.921568627451,1.8,3,2.35
"alésé",0.1,"alésé",5,506.057488053752,818.592156862745,1.9,0,0.1
"amans",0.13,"amans",5,475.073028260611,854.145098039216,1.6,3,0.13
"amant",27.39,"amant",5,516.8312014412,840.062745098039,1.5,4,27.39
"amati",0.19,"amati",5,554.396328833058,802.223529411765,1.95,0,0.19
"amble",0.35,"amble",5,557.864730226961,865.01568627451,1.75,4,0.35
"ambon",0.03,"ambon",5,526.664856818924,892.227450980392,1.95,0,0.03
"ambre",3.84,"ambre",5,518.278008471923,863.58431372549,1.6,6,3.84
"ambré",0.48,"ambré",5,533.23576848973,885.4,1.75,2,0.48
"amena",4.77,"amena",5,481.052724857235,858.576470588235,1.7,1,4.77
"amené",23.42,"amené",5,483.609277382467,879.247058823529,1.6,2,23.42
"amers",2,"amers",5,494.026013952938,821.713725490196,1.8,2,2
"amibe",0.39,"amibe",5,526.643899588923,857.03137254902,1.8,2,0.39
"amide",0.23,"amide",5,527.231341944368,863.219607843137,1.6,5,0.23
"amies",10.55,"amies",5,490.831624341825,815.160784313725,1.5,1,10.55
"amine",0.19,"amine",5,496.723976656998,822.498039215686,1.3,5,0.19
"aminé",0.42,"aminé",5,511.681736674804,844.313725490196,1.6,3,0.42
"amman",0.13,"amman",5,542.095188809826,905.870588235294,1.9,1,0.13
"amont",5.19,"amont",5,524.489123524542,836.274509803922,1.9,1,5.19
"amour",258.29,"amour",5,528.521855198269,813.690196078431,1.9,1,258.29
"amphi",0.29,"amphi",5,604.634243821686,901.262745098039,2.05,1,0.29
"ample",7.13,"ample",5,574.526928614652,880.250980392157,1.8,3,7.13
"ampli",0.26,"ampli",5,640.769203374858,845.317647058824,1.8,3,0.26
"amure",0.19,"amure",5,491.305744632013,816.333333333333,1.65,3,0.19
"amusa",2.26,"amusa",5,485.411108097016,841.427450980392,1.75,3,2.26
"amuse",14.94,"amuse",5,473.009900604441,840.282352941176,1.5,4,14.94
"amusé",7.03,"amusé",5,487.967660622247,862.098039215686,1.75,3,7.03
"amyle",0.23,"amyle",5,599.439308891346,845.611764705882,1.85,3,0.23
"amène",14.16,"amène",5,482.186782964338,879.211764705882,1.65,4,14.16
"amère",8.06,"amère",5,500.857611863475,847.925490196078,1.6,4,8.06
"anale",0.52,"anale",5,472.743324360605,783.443137254902,1.75,2,0.52
"anars",0.23,"anars",5,439.860270294708,777.580392156863,1.9,0,0.23
"anche",0.29,"anche",5,438.487206560523,821.337254901961,1.55,2,0.29
"ancra",0.13,"ancra",5,447.436651851233,765.105882352941,1.85,2,0.13
"ancre",4.03,"ancre",5,435.035444358658,763.960784313726,1.5,5,4.03
"ancré",1.68,"ancré",5,449.993204376464,785.776470588235,1.7,3,1.68
"andin",0.06,"andin",5,508.99927661735,820.847058823529,1.65,1,0.06
"aneth",0.32,"aneth",5,484.810255340163,819.729411764706,2.55,0,0.32
"anges",16.48,"anges",5,463.626986346151,858.474509803922,1.55,2,16.48
"angle",45.16,"angle",5,527.776889315498,835.956862745098,1.6,3,45.16
"angon",0.19,"angon",5,496.577015907461,863.16862745098,1.85,3,0.19
"angor",0.06,"angor",5,518.84037031627,831.882352941176,1.9,1,0.06
"anima",1.65,"anima",5,508.540692360661,823.643137254902,1.7,2,1.65
"anime",7.77,"anime",5,496.139484868086,822.498039215686,1.6,2,7.77
"animé",7.74,"animé",5,511.097244885892,844.313725490196,1.65,3,7.74
"anion",0.74,"anion",5,469.898067038094,774.576470588235,1.7,4,0.74
"anisé",0.06,"anisé",5,458.173134681328,791.698039215686,1.75,2,0.06
"année",162.84,"année",5,415.027534447619,833.96862745098,1.55,5,162.84
"anode",0.71,"anode",5,452.651061077143,850.23137254902,1.95,1,0.71
"anses",1.55,"anses",5,411.483030416848,800.38431372549,1.55,2,1.55
"ansée",0.03,"ansée",5,417.337786309982,826.63137254902,1.55,3,0.03
"antan",4.32,"antan",5,453.254666861422,794.78431372549,1.95,1,4.32
"antre",2.71,"antre",5,449.9942393701,762.352941176471,1.55,6,2.71
"antée",0.26,"antée",5,431.285814048925,812.549019607843,1.6,3,0.26
"aorte",0.61,"aorte",5,438.626043166468,756.803921568627,1.65,6,0.61
"aouls",0.03,"aouls",5,478.827879445498,762.505882352941,1.9,1,0.03
"aoûte",0.03,"aoûte",5,450.239427136586,801.819607843137,1.75,4,0.03
"apert",0.26,"apert",5,531.821004528097,812.121568627451,1.95,0,0.26
"apion",0.03,"apion",5,519.818471297706,824.345098039216,1.75,2,0.03
"aplat",0.1,"aplat",5,562.77846684612,814.698039215686,1.8,1,0.1
"aplet",0.03,"aplet",5,555.091414699969,813.552941176471,1.9,1,0.03
"apnée",0.13,"apnée",5,464.94793870723,883.737254901961,1.9,2,0.13
"apode",0.03,"apode",5,502.571465336754,900,1.9,2,0.03
"appas",0.81,"appas",5,514.100895186026,908.403921568627,2,0,0.81
"appel",65.1,"appel",5,594.155580132016,884.741176470588,1.8,0,65.1
"appui",28.42,"appui",5,581.939464001279,866.945098039216,2.1,0,28.42
"appât",2.9,"appât",5,571.682891304801,920.764705882353,1.85,0,2.9
"aprèm",0.03,"aprèm",5,559.196529154407,900.6,2.6,1,0.03
"après",872.1,"après",5,481.273798941356,847.98431372549,1.8,2,872.1
"aptes",4.35,"aptes",5,475.351462415401,836.070588235294,1.8,1,4.35
"apuré",0.1,"apuré",5,502.30032204439,842.639215686274,1.8,2,0.1
"apâli",0.03,"apâli",5,605.196967357357,824.721568627451,2.1,0,0.03
"apéro",1.81,"apéro",5,520.84924566492,849.807843137255,1.9,0,1.81
"arabe",19.97,"arabe",5,467.561620377132,816.545098039216,1.75,1,19.97
"araki",0.03,"araki",5,548.574922271143,769.823529411765,1.9,0,0.03
"arasé",0.13,"arasé",5,452.974442334578,796.490196078431,1.75,0,0.13
"arbis",0.1,"arbis",5,506.869291711007,776.035294117647,1.9,0,0.1
"arbre",64.61,"arbre",5,487.550345345658,787.019607843137,1.75,2,64.61
"arche",4.45,"arche",5,461.643130299299,790.050980392157,1.65,1,4.45
"ardes",0.06,"ardes",5,468.136516216986,817.156862745098,1.25,5,0.06
"ardre",0.03,"ardre",5,492.699697431295,793.207843137255,1.8,3,0.03
"ardue",1.1,"ardue",5,477.419862418184,811.776470588235,1.65,4,1.1
"ardus",0.65,"ardus",5,484.123530107324,807.345098039216,1.7,3,0.65
"areas",0.16,"areas",5,439.718554069374,774.674509803922,1.8,1,0.16
"argol",0.26,"argol",5,587.338120178897,802.027450980392,1.85,3,0.26
"argon",0.16,"argon",5,519.732939646237,831.882352941176,1.75,4,0.16
"argot",2.65,"argot",5,541.354556267344,810.462745098039,1.75,3,2.65
"argua",0.13,"argua",5,508.467463778699,822.952941176471,1.65,3,0.13
"argue",0.06,"argue",5,496.066256286125,821.807843137255,1.4,7,0.06
"argus",0.68,"argus",5,502.769923975264,817.376470588235,1.8,4,0.68
"arias",0.1,"arias",5,467.791013361711,739.741176470588,1.65,3,0.1
"aride",3.45,"aride",5,496.503678818103,786.654901960784,1.55,4,3.45
"arien",0.03,"arien",5,480.240517775041,745.933333333333,1.65,2,0.03
"armai",0.03,"armai",5,551.330608128316,792.356862745098,1.85,1,0.03
"armer",2.42,"armer",5,526.504859879389,797.764705882353,1.7,4,2.42
"armes",63.84,"armes",5,484.104948911099,821.713725490196,1.35,7,63.84
"armet",0.06,"armet",5,525.863122091688,807.63137254902,1.65,5,0.06
"armez",0.1,"armez",5,500.78093886721,806.992156862745,1.75,4,0.1
"armât",0.03,"armât",5,549.373997176025,835.219607843137,1.9,2,0.03
"armée",97,"armée",5,489.959704804234,847.960784313726,1.7,3,97
"armés",9.42,"armés",5,496.663372493374,843.529411764706,1.75,3,9.42
"arome",0.39,"arome",5,498.598714604678,823.501960784314,1.75,4,0.39
"arqua",0.03,"arqua",5,503.765017493339,821.360784313726,1.8,3,0.03
"arque",0.06,"arque",5,491.363810000764,820.21568627451,1.4,6,0.06
"arqué",0.68,"arqué",5,506.32157001857,842.03137254902,1.7,2,0.68
"arroi",0.35,"arroi",5,513.341668927236,712.003921568627,2,0,0.35
"arrêt",38.65,"arrêt",5,498.406698245101,757.494117647059,1.8,0,38.65
"arums",0.29,"arums",5,501.91001537188,811.901960784314,1.9,1,0.29
"aryen",0.29,"aryen",5,524.698299355215,798.901960784314,1.9,1,0.29
"aryle",0.06,"aryle",5,568.711645765081,769.047058823529,1.95,1,0.06
"arçon",0.52,"arçon",5,492.289749528757,789.517647058824,1.85,1,0.52
"arène",3.23,"arène",5,451.459119838073,802.647058823529,1.75,3,3.23
"arête",3.97,"arête",5,474.210907775667,785.874509803922,1.8,2,3.97
"arôme",1.52,"arôme",5,515.17971746343,849.945098039216,1.85,1,1.52
"ascia",0.03,"ascia",5,459.859826527275,751.21568627451,1.95,0,0.03
"ascot",0.13,"ascot",5,464.851805326599,763.847058823529,1.95,1,0.13
"asdic",0.81,"asdic",5,502.05023753382,793.698039215686,2.1,2,0.81
"asile",9.23,"asile",5,500.905836445964,740.027450980392,1.7,3,9.23
"asine",0.13,"asine",5,442.64828579179,769.882352941176,1.8,3,0.13
"aspic",0.52,"aspic",5,513.563083835874,802.745098039216,1.8,3,0.52
"aspis",0.03,"aspis",5,500.183462359756,815.219607843137,1.8,2,0.03
"aspre",0.03,"aspre",5,480.864515994407,826.203921568627,1.9,1,0.03
"asque",0.06,"asque",5,468.015782261821,844.164705882353,1.7,1,0.06
"assez",363.35,"assez",5,427.966916372791,778.325490196078,1.75,0,363.35
"assis",91.55,"assis",5,455.17305399634,758.113725490196,1.7,2,91.55
"assit",23.19,"assit",5,496.931227176928,744.03137254902,1.8,2,23.19
"assît",0.19,"assît",5,503.587685801528,752.843137254902,2.25,1,0.19
"aster",0.26,"aster",5,467.638865123913,755.01568627451,1.8,1,0.26
"astic",0.03,"astic",5,482.5007032114,731.556862745098,1.8,2,0.03
"astre",6.23,"astre",5,449.802135369933,755.01568627451,1.65,4,6.23
"athée",2.23,"athée",5,465.941855337381,838.639215686274,1.95,0,2.23
"atlas",4.84,"atlas",5,499.115870597972,757.592156862745,1.95,1,4.84
"atman",0.06,"atman",5,516.778818799602,840.062745098039,1.8,2,0.06
"atoll",0.35,"atoll",5,602.86263241728,731.286274509804,2.15,0,0.35
"atome",16,"atome",5,503.458772057954,833.36862745098,1.8,2,16
"atone",0.61,"atone",5,450.159676981824,788.090196078431,1.8,2,0.61
"atour",0.06,"atour",5,502.654249525279,746.992156862745,1.75,2,0.06
"atout",2,"atout",5,502.012511737578,756.858823529412,1.7,4,2
"auber",1.32,"auber",5,483.045774819327,805.588235294118,1.6,3,1.32
"aubes",1.81,"aubes",5,440.645863851037,829.537254901961,1.6,5,1.81
"aubin",0.29,"aubin",5,504.664547990177,801.941176470588,1.9,1,0.29
"aucun",201.19,"aucun",5,447.410457052632,772.717647058824,2.25,0,201.19
"audio",0.65,"audio",5,506.029262219253,802.580392156863,2,1,0.65
"audit",0.32,"audit",5,531.435516696922,786.709803921569,1.85,1,0.32
"auges",0.26,"auges",5,464.441609804615,845.756862745098,1.35,6,0.26
"aulne",0.48,"aulne",5,470.119813033406,772.486274509804,1.9,0,0.48
"auner",0.1,"auner",5,452.387312981239,771.054901960784,1.8,3,0.1
"aunes",0.39,"aunes",5,409.987402012949,795.003921568627,1.25,10,0.39
"aurai",28.06,"aurai",5,485.873947791247,734.360784313726,1.7,2,28.06
"auras",15.74,"auras",5,426.335340720182,764.862745098039,1.6,3,15.74
"aurez",15.61,"aurez",5,435.324278530141,748.996078431373,1.75,3,15.61
"aussi",1203.74,"aussi",5,484.807265822256,752.733333333333,2,0,1203.74
"autan",0.26,"autan",5,454.069290319887,782.066666666667,1.85,1,0.26
"autel",9.74,"autel",5,513.987418706396,751.066666666667,1.95,0,9.74
"autos",8.39,"autos",5,439.059154616084,770.941176470588,1.9,1,8.39
"autre",1175.61,"autre",5,450.808862828565,749.635294117647,1.7,4,1175.61
"avais",481.61,"avais",5,493.17305399634,738.066666666667,1.65,1,481.61
"avait",2612.61,"avait",5,534.931227176929,723.98431372549,1.65,2,2612.61
"avala",3.87,"avala",5,525.842036878603,751.627450980392,1.75,2,3.87
"avale",5.06,"avale",5,513.440829386028,750.482352941176,1.35,5,5.06
"avalé",4.81,"avalé",5,528.398589403834,772.298039215686,1.65,2,4.81
"avant",604.58,"avant",5,503.645119601582,761.823529411765,1.55,4,604.58
"avare",5.29,"avare",5,473.854107630991,749.050980392157,1.75,3,5.29
"avaro",0.1,"avaro",5,496.90969402305,746.407843137255,1.9,1,0.1
"avens",0.16,"avens",5,462.169103214182,774.760784313725,1.65,4,0.16
"avent",0.29,"avent",5,503.927276394771,760.678431372549,1.25,7,0.29
"avenu",0.32,"avenu",5,485.807058545304,769.380392156863,1.6,2,0.32
"avers",0.19,"avers",5,480.839932113319,743.474509803922,1.7,3,0.19
"aveux",5,"aveux",5,508.628797585014,755.580392156863,1.85,0,5
"avide",7.87,"avide",5,514.04526010475,784.980392156863,1.55,6,7.87
"avien",0.03,"avien",5,497.782099061688,744.258823529412,1.8,3,0.03
"aviez",19.26,"aviez",5,494.321532458317,722.2,1.8,1,19.26
"avili",0.48,"avili",5,608.03772023176,679.470588235294,1.8,0,0.48
"aviné",0.35,"aviné",5,498.495654835186,766.074509803922,1.7,3,0.35
"avion",34.71,"avion",5,510.595572063517,741.61568627451,1.75,3,34.71
"avisa",3.16,"avisa",5,496.314087181519,738.066666666667,1.6,4,3.16
"avise",3.68,"avise",5,483.912879688944,736.921568627451,1.3,6,3.68
"aviso",0.65,"aviso",5,506.968466081003,734.278431372549,1.75,3,0.65
"avisé",4.19,"avisé",5,498.870639706751,758.737254901961,1.4,6,4.19
"aviva",0.13,"aviva",5,533.692398222147,712.443137254902,1.8,3,0.13
"avive",0.42,"avive",5,521.291190729572,711.298039215686,1.6,4,0.42
"avivé",0.35,"avivé",5,536.248950747378,733.113725490196,1.65,4,0.35
"avoir",620.55,"avoir",5,543.230887047972,710.329411764706,1.7,0,620.55
"avons",263.74,"avons",5,469.544868504335,772.117647058824,1.75,2,263.74
"avoua",3.9,"avoua",5,478.633402193795,764.976470588235,1.75,2,3.9
"avoue",16.58,"avoue",5,466.232194701221,763.83137254902,1.65,2,16.58
"avoué",5.9,"avoué",5,481.189954719027,785.647058823529,1.75,2,5.9
"avril",29.32,"avril",5,590.155034812789,686.023529411765,2,0,29.32
"avère",3.77,"avère",5,487.671530023857,769.686274509804,1.85,2,3.77
"avéra",1.13,"avéra",5,500.971967531247,770.866666666667,1.95,1,1.13
"avéré",1.26,"avéré",5,503.528520056479,791.537254901961,1.75,2,1.26
"axent",0.06,"axent",5,488.98495781427,779.839215686275,1.8,3,0.06
"axial",0.42,"axial",5,558.132013159998,734.709803921569,1.95,0,0.42
"axile",0.03,"axile",5,526.853126891053,733.564705882353,1.7,3,0.03
"axone",0.77,"axone",5,447.898882234695,795.709803921569,1.85,1,0.77
"axées",0.23,"axées",5,449.065260243862,812.83137254902,1.8,0,0.23
"ayans",0.03,"ayans",5,506.496559063496,823.996078431373,1.8,4,0.03
"ayant",170.65,"ayant",5,548.254732244085,809.913725490196,1.65,4,170.65
"ayons",6.42,"ayons",5,514.154481146838,820.207843137255,1.65,3,6.42
"azote",12.58,"azote",5,443.518200724773,766.03137254902,1.85,1,12.58
"azoté",0.42,"azoté",5,458.475960742579,787.847058823529,1.85,1,0.42
"azurs",0.06,"azurs",5,445.715636889731,744.564705882353,1.8,1,0.06
