,prN,string,stimcode,old,lgfreqCount,lex,simBOLDentro,simBOLD_p,vis_pred_err,lumi,vis_pred_err_freq,cvp,concr,bfreq,Unnamed: 0,lexicality,ope,ape,spe,spe_inverted,letter_length,ope_norm,ape_norm,spe_norm,in_lexicon,ope_norm_dec_p50,ape_norm_dec_p50,spe_norm_dec_p50,aspe_norm_dec_p50,ospe_norm_dec_p50,oape_norm_dec_p50,oaspe_norm_dec_p50,ope_norm_dec_p51,ape_norm_dec_p51,spe_norm_dec_p51,aspe_norm_dec_p51,ospe_norm_dec_p51,oape_norm_dec_p51,oaspe_norm_dec_p51,ope_norm_dec_p52,ape_norm_dec_p52,spe_norm_dec_p52,aspe_norm_dec_p52,ospe_norm_dec_p52,oape_norm_dec_p52,oaspe_norm_dec_p52,ope_norm_dec_p53,ape_norm_dec_p53,spe_norm_dec_p53,aspe_norm_dec_p53,ospe_norm_dec_p53,oape_norm_dec_p53,oaspe_norm_dec_p53,ope_norm_dec_p54,ape_norm_dec_p54,spe_norm_dec_p54,aspe_norm_dec_p54,ospe_norm_dec_p54,oape_norm_dec_p54,oaspe_norm_dec_p54,ope_norm_dec_p55,ape_norm_dec_p55,spe_norm_dec_p55,aspe_norm_dec_p55,ospe_norm_dec_p55,oape_norm_dec_p55,oaspe_norm_dec_p55,ope_norm_dec_p56,ape_norm_dec_p56,spe_norm_dec_p56,aspe_norm_dec_p56,ospe_norm_dec_p56,oape_norm_dec_p56,oaspe_norm_dec_p56,ope_norm_dec_p57,ape_norm_dec_p57,spe_norm_dec_p57,aspe_norm_dec_p57,ospe_norm_dec_p57,oape_norm_dec_p57,oaspe_norm_dec_p57,ope_norm_dec_p58,ape_norm_dec_p58,spe_norm_dec_p58,aspe_norm_dec_p58,ospe_norm_dec_p58,oape_norm_dec_p58,oaspe_norm_dec_p58,ope_norm_dec_p59,ape_norm_dec_p59,spe_norm_dec_p59,aspe_norm_dec_p59,ospe_norm_dec_p59,oape_norm_dec_p59,oaspe_norm_dec_p59,ope_norm_dec_p60,ape_norm_dec_p60,spe_norm_dec_p60,aspe_norm_dec_p60,ospe_norm_dec_p60,oape_norm_dec_p60,oaspe_norm_dec_p60,ope_norm_dec_p61,ape_norm_dec_p61,spe_norm_dec_p61,aspe_norm_dec_p61,ospe_norm_dec_p61,oape_norm_dec_p61,oaspe_norm_dec_p61,ope_norm_dec_p62,ape_norm_dec_p62,spe_norm_dec_p62,aspe_norm_dec_p62,ospe_norm_dec_p62,oape_norm_dec_p62,oaspe_norm_dec_p62,ope_norm_dec_p63,ape_norm_dec_p63,spe_norm_dec_p63,aspe_norm_dec_p63,ospe_norm_dec_p63,oape_norm_dec_p63,oaspe_norm_dec_p63,ope_norm_dec_p64,ape_norm_dec_p64,spe_norm_dec_p64,aspe_norm_dec_p64,ospe_norm_dec_p64,oape_norm_dec_p64,oaspe_norm_dec_p64,ope_norm_dec_p65,ape_norm_dec_p65,spe_norm_dec_p65,aspe_norm_dec_p65,ospe_norm_dec_p65,oape_norm_dec_p65,oaspe_norm_dec_p65,ope_norm_dec_p66,ape_norm_dec_p66,spe_norm_dec_p66,aspe_norm_dec_p66,ospe_norm_dec_p66,oape_norm_dec_p66,oaspe_norm_dec_p66,ope_norm_dec_p67,ape_norm_dec_p67,spe_norm_dec_p67,aspe_norm_dec_p67,ospe_norm_dec_p67,oape_norm_dec_p67,oaspe_norm_dec_p67,ope_norm_dec_p68,ape_norm_dec_p68,spe_norm_dec_p68,aspe_norm_dec_p68,ospe_norm_dec_p68,oape_norm_dec_p68,oaspe_norm_dec_p68,ope_norm_dec_p69,ape_norm_dec_p69,spe_norm_dec_p69,aspe_norm_dec_p69,ospe_norm_dec_p69,oape_norm_dec_p69,oaspe_norm_dec_p69,ope_norm_dec_p70,ape_norm_dec_p70,spe_norm_dec_p70,aspe_norm_dec_p70,ospe_norm_dec_p70,oape_norm_dec_p70,oaspe_norm_dec_p70,ope_norm_dec_p71,ape_norm_dec_p71,spe_norm_dec_p71,aspe_norm_dec_p71,ospe_norm_dec_p71,oape_norm_dec_p71,oaspe_norm_dec_p71,ope_norm_dec_p72,ape_norm_dec_p72,spe_norm_dec_p72,aspe_norm_dec_p72,ospe_norm_dec_p72,oape_norm_dec_p72,oaspe_norm_dec_p72,ope_norm_dec_p73,ape_norm_dec_p73,spe_norm_dec_p73,aspe_norm_dec_p73,ospe_norm_dec_p73,oape_norm_dec_p73,oaspe_norm_dec_p73,ope_norm_dec_p74,ape_norm_dec_p74,spe_norm_dec_p74,aspe_norm_dec_p74,ospe_norm_dec_p74,oape_norm_dec_p74,oaspe_norm_dec_p74,ope_norm_dec_p75,ape_norm_dec_p75,spe_norm_dec_p75,aspe_norm_dec_p75,ospe_norm_dec_p75,oape_norm_dec_p75,oaspe_norm_dec_p75,ope_norm_dec_p76,ape_norm_dec_p76,spe_norm_dec_p76,aspe_norm_dec_p76,ospe_norm_dec_p76,oape_norm_dec_p76,oaspe_norm_dec_p76,ope_norm_dec_p77,ape_norm_dec_p77,spe_norm_dec_p77,aspe_norm_dec_p77,ospe_norm_dec_p77,oape_norm_dec_p77,oaspe_norm_dec_p77,ope_norm_dec_p78,ape_norm_dec_p78,spe_norm_dec_p78,aspe_norm_dec_p78,ospe_norm_dec_p78,oape_norm_dec_p78,oaspe_norm_dec_p78,ope_norm_dec_p79,ape_norm_dec_p79,spe_norm_dec_p79,aspe_norm_dec_p79,ospe_norm_dec_p79,oape_norm_dec_p79,oaspe_norm_dec_p79,ope_norm_dec_p80,ape_norm_dec_p80,spe_norm_dec_p80,aspe_norm_dec_p80,ospe_norm_dec_p80,oape_norm_dec_p80,oaspe_norm_dec_p80,ope_norm_dec_p81,ape_norm_dec_p81,spe_norm_dec_p81,aspe_norm_dec_p81,ospe_norm_dec_p81,oape_norm_dec_p81,oaspe_norm_dec_p81,ope_norm_dec_p82,ape_norm_dec_p82,spe_norm_dec_p82,aspe_norm_dec_p82,ospe_norm_dec_p82,oape_norm_dec_p82,oaspe_norm_dec_p82,ope_norm_dec_p83,ape_norm_dec_p83,spe_norm_dec_p83,aspe_norm_dec_p83,ospe_norm_dec_p83,oape_norm_dec_p83,oaspe_norm_dec_p83,ope_norm_dec_p84,ape_norm_dec_p84,spe_norm_dec_p84,aspe_norm_dec_p84,ospe_norm_dec_p84,oape_norm_dec_p84,oaspe_norm_dec_p84,ope_norm_dec_p85,ape_norm_dec_p85,spe_norm_dec_p85,aspe_norm_dec_p85,ospe_norm_dec_p85,oape_norm_dec_p85,oaspe_norm_dec_p85,ope_norm_dec_p86,ape_norm_dec_p86,spe_norm_dec_p86,aspe_norm_dec_p86,ospe_norm_dec_p86,oape_norm_dec_p86,oaspe_norm_dec_p86,ope_norm_dec_p87,ape_norm_dec_p87,spe_norm_dec_p87,aspe_norm_dec_p87,ospe_norm_dec_p87,oape_norm_dec_p87,oaspe_norm_dec_p87,ope_norm_dec_p88,ape_norm_dec_p88,spe_norm_dec_p88,aspe_norm_dec_p88,ospe_norm_dec_p88,oape_norm_dec_p88,oaspe_norm_dec_p88,ope_norm_dec_p89,ape_norm_dec_p89,spe_norm_dec_p89,aspe_norm_dec_p89,ospe_norm_dec_p89,oape_norm_dec_p89,oaspe_norm_dec_p89,ope_norm_dec_p90,ape_norm_dec_p90,spe_norm_dec_p90,aspe_norm_dec_p90,ospe_norm_dec_p90,oape_norm_dec_p90,oaspe_norm_dec_p90,ope_norm_dec_p91,ape_norm_dec_p91,spe_norm_dec_p91,aspe_norm_dec_p91,ospe_norm_dec_p91,oape_norm_dec_p91,oaspe_norm_dec_p91,ope_norm_dec_p92,ape_norm_dec_p92,spe_norm_dec_p92,aspe_norm_dec_p92,ospe_norm_dec_p92,oape_norm_dec_p92,oaspe_norm_dec_p92,ope_norm_dec_p93,ape_norm_dec_p93,spe_norm_dec_p93,aspe_norm_dec_p93,ospe_norm_dec_p93,oape_norm_dec_p93,oaspe_norm_dec_p93,ope_norm_dec_p94,ape_norm_dec_p94,spe_norm_dec_p94,aspe_norm_dec_p94,ospe_norm_dec_p94,oape_norm_dec_p94,oaspe_norm_dec_p94,ope_norm_dec_p95,ape_norm_dec_p95,spe_norm_dec_p95,aspe_norm_dec_p95,ospe_norm_dec_p95,oape_norm_dec_p95,oaspe_norm_dec_p95,ope_norm_dec_p96,ape_norm_dec_p96,spe_norm_dec_p96,aspe_norm_dec_p96,ospe_norm_dec_p96,oape_norm_dec_p96,oaspe_norm_dec_p96,ope_norm_dec_p97,ape_norm_dec_p97,spe_norm_dec_p97,aspe_norm_dec_p97,ospe_norm_dec_p97,oape_norm_dec_p97,oaspe_norm_dec_p97,ope_norm_dec_p98,ape_norm_dec_p98,spe_norm_dec_p98,aspe_norm_dec_p98,ospe_norm_dec_p98,oape_norm_dec_p98,oaspe_norm_dec_p98
10,16,Chaos,w_hild,1.9,2.84260924,1,5.9286822491376,5.49738074964013,387.542064182586,6320.50196078431,410.879166285086,0.4,7.24171575584089,15056,6,word,41.35623,4.743408360128618,3.978778135048232,4,5,0.162181294117647,0.9486816720257236,0.994694533762058,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,17,Tatem,pw,1.8,0.0,0,5.27463932448096,6.976799445387,432.507531681483,6296.2,450.46629702991,0.4,,15219,204,non-word,46.41289,4.464951768488746,3.932475884244373,4,5,0.1820113333333333,0.8929903536977492,0.9831189710610932,False,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,18,Kofra,pw,2.2,0.0,0,5.49296951035486,3.31746785848108,394.508326082844,6331.81176470588,418.567155183773,0.4,,5841,205,non-word,42.25921,4.72636655948553,3.917684887459807,4,5,0.1657223921568627,0.945273311897106,0.9794212218649516,False,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,19,Pfint,pw,2.0,0.0,0,5.45715004521666,3.29054017914273,434.25108126852,6367.69803921569,455.366220363867,0.2,,9114,206,non-word,51.28895,4.656270096463023,3.947266881028939,4,5,0.2011331372549019,0.9312540192926044,0.9868167202572348,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,20,Stoda,pw,1.9,0.0,0,5.9286822491376,4.50261925035987,397.495429039783,6290.96862745098,417.559205289697,0.4,,8906,207,non-word,43.16218,4.780707395498393,3.876848874598071,4,5,0.1692634509803921,0.9561414790996784,0.9692122186495176,False,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,21,Lange,w_lowld,1.0,2.719331287,1,0.34978504314195,0.067962123046954,395.354731731921,6296.17254901961,417.466502170463,0.4,4.41951270184495,19877,7,word,32.68768,4.345016077170418,3.9231511254019296,4,5,0.1281869803921568,0.8690032154340835,0.9807877813504824,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,22,Koaps,pw,1.9,0.0,0,5.9286822491376,4.50261925035987,380.172256478153,6269.25882352941,404.896934491965,0.4,,1954,208,non-word,37.38314,4.601929260450161,3.917684887459807,4,5,0.1466005490196078,0.9203858520900322,0.9794212218649516,False,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,23,Klima,w_hild,2.0,1.995635195,1,5.45715004521666,6.70945982085727,461.539633062228,6317.36862745098,484.860395401435,0.4,5.57008035885721,6585,8,word,56.88739,4.737620578778135,3.915434083601286,4,5,0.2230878039215686,0.9475241157556272,0.9788585209003215,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,24,Gruie,pw,2.0,0.0,0,5.45715004521666,3.29054017914273,406.601510623542,6366.97254901961,430.377717305512,0.6,,7358,209,non-word,43.70397,4.462057877813504,3.9440514469453376,4,5,0.1713881176470588,0.8924115755627009,0.9860128617363344,False,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,27,Noten,w_lowld,1.2,2.389166084,1,2.10621507908283,0.661943749560052,356.461484143496,6304.92941176471,372.412922110263,0.4,4.61782389484164,27348,9,word,37.56374,4.459485530546623,3.967845659163987,4,5,0.1473087843137255,0.8918971061093247,0.9919614147909968,True,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,28,Schin,pw,1.6,0.0,0,3.30506366289923,8.72110349457914,391.586696929575,6325.57647058824,413.152529325422,0.2,,23881,210,non-word,43.70397,4.664630225080385,3.893247588424437,4,5,0.1713881176470588,0.932926045016077,0.9733118971061092,False,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
