"Word","FREQcount","CDcount","FREQlow","CDlow","FREQlemma","SUBTLEXWF","Lg10WF","SUBTLEXCD","Lg10CD","nl","oPE","Npix","OLD20","CN","Freq"
"05:30",9,9,9,9,9,0.2058,1,0.1115,1,5,730.173445530317,779.992156862745,1.65,7,1
"50-50",9,9,9,9,9,0.2058,1,0.1115,1,5,735.670595336368,797.01568627451,2.7,0,1
"18:30",9,9,9,9,9,0.2058,1,0.1115,1,5,727.858081467082,735.701960784314,1.6,7,1
"16:30",9,9,9,9,9,0.2058,1,0.1115,1,5,714.922862798356,709.796078431373,1.7,6,1
"kruml",9,1,0,0,10,0.2058,1,0.0124,0.301,5,626.969582545558,813.890196078431,1.9,0,0.301
"pagan",9,3,1,0,10,0.2058,1,0.0372,0.6021,5,535.669622489104,916.725490196078,1.8,3,0.6021
"elzen",9,2,1,1,10,0.2058,1,0.0248,0.4771,5,507.477570367214,762,1.8,3,0.4771
"a-bom",9,9,2,2,10,0.2058,1,0.1115,1,5,602.154151909745,782.952941176471,2.45,2,1
"error",9,5,3,3,10,0.2058,1,0.062,0.7782,5,509.47024383316,717.411764705882,1.9,1,0.7782
"bogey",9,9,4,4,10,0.2058,1,0.1115,1,5,587.299716844637,911.686274509804,1.95,1,1
"nymfo",9,6,7,5,10,0.2058,1,0.0743,0.8451,5,636.195474840004,871.439215686275,2.95,0,0.8451
"haiku",9,8,6,6,10,0.2058,1,0.0991,0.9542,5,523.883295608873,816.243137254902,2.05,0,0.9542
"honig",9,7,9,7,10,0.2058,1,0.0867,0.9031,5,549.584042109374,853.180392156863,1.9,2,0.9031
"vuige",9,8,9,8,10,0.2058,1,0.0991,0.9542,5,570.187306828571,784.054901960784,2,0,0.9542
"inrit",9,9,9,9,10,0.2058,1,0.1115,1,5,555.363109915764,691.341176470588,2.1,0,1
"gelag",9,9,9,9,10,0.2058,1,0.1115,1,5,601.739335516913,886.709803921569,1.8,2,1
"sayle",9,1,0,0,11,0.2058,1,0.0124,0.301,5,564.943924586584,792.996078431373,1.75,4,0.301
"gamer",9,5,5,3,11,0.2058,1,0.062,0.7782,5,553.218642096947,879.803921568627,1.85,2,0.7782
"tomen",9,9,9,9,11,0.2058,1,0.1115,1,5,519.664177739905,835.129411764706,1.75,3,1
"ionen",9,5,9,5,12,0.2058,1,0.062,0.7782,5,486.409632608136,773.43137254902,1.85,2,0.7782
"dogma",9,8,7,6,12,0.2058,1,0.0991,0.9542,5,590.628903150214,949.16862745098,2,0,0.9542
"riant",9,9,8,8,12,0.2058,1,0.1115,1,5,518.762126416887,727.419607843137,1.9,1,1
"guppy",9,9,6,6,13,0.2058,1,0.1115,1,5,672.091291419238,972.427450980392,2.05,0,1
"aries",9,2,0,0,14,0.2058,1,0.0248,0.4771,5,491.375501291508,738.596078431373,1.65,5,0.4771
"honds",9,9,6,6,14,0.2058,1,0.1115,1,5,489.781072084786,873.650980392157,1.65,6,1
"bulkt",9,9,8,8,14,0.2058,1,0.1115,1,5,586.268381576261,813.011764705882,1.85,2,1
"tapen",9,8,9,8,14,0.2058,1,0.0991,0.9542,5,504.207479207165,843.407843137255,1.95,1,0.9542
"iopen",9,9,0,0,17,0.2058,1,0.1115,1,5,534.964002875935,823.2,1.85,3,1
"schel",9,9,9,9,17,0.2058,1,0.1115,1,5,532.393916154058,785.905882352941,1.75,0,1
"rules",9,9,4,4,19,0.2058,1,0.1115,1,5,513.563008725445,735.623529411765,1.95,0,1
"hawke",9,3,0,0,21,0.2058,1,0.0372,0.6021,5,532.443534915097,880.713725490196,1.95,0,0.6021
"slips",9,9,8,8,22,0.2058,1,0.1115,1,5,586.65350837483,787.125490196078,1.8,3,1
"pines",9,9,0,0,24,0.2058,1,0.1115,1,5,512.949802501353,821.411764705882,1.75,4,1
"puilt",9,9,9,9,32,0.2058,1,0.1115,1,5,600.551870689426,767.662745098039,1.85,2,1
"karts",9,3,8,3,34,0.2058,1,0.0372,0.6021,5,497.026833186874,780.666666666667,1.8,1,0.6021
"tergt",9,9,9,9,40,0.2058,1,0.1115,1,5,550.95937830089,793.447058823529,1.85,1,1
"snauw",9,9,4,4,41,0.2058,1,0.1115,1,5,507.844674637623,814.729411764706,2,1,1
"stulp",9,9,9,9,43,0.2058,1,0.1115,1,5,589.429517393195,798.164705882353,1.85,3,1
"kneed",9,9,5,5,51,0.2058,1,0.1115,1,5,515.152140530273,877.380392156863,2.05,0,1
"kampt",9,9,9,9,51,0.2058,1,0.1115,1,5,592.956955059072,914.337254901961,1.8,3,1
"makke",9,8,9,8,52,0.2058,1,0.0991,0.9542,5,560.177601434417,905.827450980392,1.95,1,0.9542
"veins",9,9,8,8,56,0.2058,1,0.1115,1,5,502.885324741032,738.682352941176,1.9,1,1
"vetes",9,8,9,8,56,0.2058,1,0.0991,0.9542,5,484.430586104971,752.196078431373,1.95,1,0.9542
"trees",9,4,2,2,65,0.2058,1,0.0496,0.699,5,478.526097337984,753.870588235294,2,0,0.699
"toert",9,9,9,9,67,0.2058,1,0.1115,1,5,507.615292164852,737.145098039216,1.75,3,1
"frist",9,9,7,7,68,0.2058,1,0.1115,1,5,571.376135062445,718.698039215686,1.95,0,1
"weeft",9,8,9,8,71,0.2058,1,0.0991,0.9542,5,546.683609831438,806.16862745098,1.8,4,0.9542
"tolde",9,8,9,8,72,0.2058,1,0.0991,0.9542,5,556.150370587347,800.717647058824,1.9,1,0.9542
"veert",9,9,6,6,77,0.2058,1,0.1115,1,5,513.045434452641,728.247058823529,1.7,5,1
"pruil",9,7,6,4,78,0.2058,1,0.0867,0.9031,5,613.524803167079,757.796078431373,1.85,1,0.9031
"muzen",9,8,8,7,95,0.2058,1,0.0991,0.9542,5,498.516738121233,827.321568627451,2,0,0.9542
"gaapt",9,9,9,9,99,0.2058,1,0.1115,1,5,557.899881944629,895.305882352941,1.75,2,1
"kleef",9,6,3,3,122,0.2058,1,0.0743,0.8451,5,581.839890288392,803.658823529412,1.95,0,0.8451
"tours",9,6,4,2,125,0.2058,1,0.0743,0.8451,5,487.570052991771,741.41568627451,1.85,3,0.8451
"zesje",9,9,8,8,125,0.2058,1,0.1115,1,5,525.137908200854,769.203921568627,1.85,2,1
"hackt",9,8,9,8,125,0.2058,1,0.0991,0.9542,5,512.410985362909,825.56862745098,1.85,1,0.9542
"breid",9,9,3,3,126,0.2058,1,0.1115,1,5,559.193062249798,822.949019607843,1.8,2,1
"druip",9,6,4,4,127,0.2058,1,0.0743,0.8451,5,591.601308373055,828.372549019608,1.95,1,0.8451
"holde",9,9,9,9,130,0.2058,1,0.1115,1,5,547.83260281025,848.227450980392,1.85,3,1
"krabs",9,1,0,0,138,0.2058,1,0.0124,0.301,5,524.108078360362,836.619607843137,1.95,1,0.301
"sleet",9,9,9,9,141,0.2058,1,0.1115,1,5,523.16591306509,755.301960784314,1.9,2,1
"onsje",9,8,9,8,145,0.2058,1,0.0991,0.9542,5,539.648431106258,788.619607843137,2,0,0.9542
"leegt",9,9,9,9,148,0.2058,1,0.1115,1,5,576.795920432455,813.392156862745,1.95,1,1
"4400s",9,3,9,3,161,0.2058,1,0.0372,0.6021,5,655.996163644271,868.913725490196,2.55,0,0.6021
"rukje",9,9,9,9,260,0.2058,1,0.1115,1,5,589.42998606414,780.247058823529,1.8,1,1
"zaaks",9,9,9,9,18767,0.2058,1,0.1115,1,5,469.95827230847,809.552941176471,1.95,1,1
"snels",9,9,9,9,24735,0.2058,1,0.1115,1,5,499.054429739301,772.290196078431,1.8,2,1
"zehos",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,462.494460273923,807.964705882353,2.25,0,0.301
"z-man",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,558.378465990289,731.909803921569,1.85,3,0.301
"yulaw",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,632.42878243194,807.341176470588,2.6,0,0.301
"yolen",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,577.375309562485,796.545098039216,1.95,1,0.301
"vàmos",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,540.660073318598,839.18431372549,2.85,1,0.301
"voyle",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,611.62855874808,763.58431372549,1.9,0,0.301
"viera",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,530.693783896538,712.972549019608,1.9,1,0.301
"veigh",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,585.445043893519,822.862745098039,2.2,0,0.301
"ullom",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,637.886657967849,787.027450980392,2.2,0,0.301
"terzi",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,515.300194391926,704.21568627451,2,0,0.301
"taejo",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,551.487751533388,772.776470588235,2.5,0,0.301
"tabes",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,477.004612148163,820.835294117647,1.55,8,0.301
"stith",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,552.423516984884,757.8,2,0,0.301
"scags",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,498.295520109356,834.23137254902,2,0,0.301
"rylos",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,605.586571867316,760.827450980392,2.05,0,0.301
"rathe",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,492.412194320915,788.443137254902,1.9,1,0.301
"rahmn",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,533.263769428097,858.047058823529,2.25,0,0.301
"quish",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,555.659730691733,837.082352941177,1.95,0,0.301
"pujol",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,654.237113768096,806.058823529412,2.85,0,0.301
"poise",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,519.496002982451,815.862745098039,2,0,0.301
"pidge",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,612.461230793811,920.223529411765,1.95,1,0.301
"pazzi",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,521.250547226586,785.776470588235,2.1,3,0.301
"olham",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,594.495853859878,853.929411764706,2.1,0,0.301
"naman",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,488.435473419789,861.482352941176,1.8,2,0.301
"nafas",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,472.004750619125,805.721568627451,2,0,0.301
"muñez",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,514.370596224003,854.082352941177,2.75,0,0.301
"mitsu",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,556.882496737944,785.690196078431,2,0,0.301
"mikal",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,631.994786035736,818.294117647059,1.75,2,0.301
"lilja",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,683.48290682502,705.101960784314,1.9,1,0.301
"leeza",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,498.127675551886,760.239215686275,2,0,0.301
"le_ly",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,751.751774824914,671.258823529412,2.25,0,0.301
"laing",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,591.827529092216,801.023529411765,2,0,0.301
"kresk",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,540.574130784047,823.686274509804,1.8,4,0.301
"kondô",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,541.4794787811,898.537254901961,2,0,0.301
"kolko",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,584.023113998881,824.262745098039,1.9,0,0.301
"khiva",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,567.492216334248,796,2.4,0,0.301
"janbo",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,568.426375167541,831.635294117647,1.9,2,0.301
"inigo",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,585.870732032061,789.250980392157,2.2,1,0.301
"hmong",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,584.667460211789,936.298039215686,2,0,0.301
"hesus",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,453.239389662609,815.517647058824,1.95,0,0.301
"glowy",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,685.551945250712,867.01568627451,2.25,0,0.301
"ffion",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,585.560912133074,770.047058823529,2.3,0,0.301
"eneko",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,497.042650831269,831.109803921569,2.15,0,0.301
"durza",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,498.183259215864,792.623529411765,1.95,0,0.301
"dinka",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,550.978964840803,843.592156862745,1.75,5,0.301
"chema",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,525.310169626927,866.61568627451,1.7,3,0.301
"caano",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,449.756548522532,790.843137254902,1.85,2,0.301
"ca_lu",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,626.000042606449,654.6,2.7,0,0.301
"butan",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,490.505227278779,818.360784313726,1.9,1,0.301
"bilal",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,619.438796722854,754.949019607843,2,0,0.301
"bicke",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,538.285182719534,816.447058823529,1.85,1,0.301
"beeks",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,489.084740677619,863.854901960784,1.7,6,0.301
"beano",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,466.765698257573,844.043137254902,1.75,3,0.301
"ayden",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,567.090375380573,870.909803921569,1.75,4,0.301
"atuan",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,481.817678126026,782.066666666667,2,0,0.301
"arney",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,535.712575116058,798.901960784314,1.95,0,0.301
"anouk",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,504.243375140912,822.443137254902,2.15,0,0.301
"aalst",10,1,0,0,10,0.2287,1.0414,0.0124,0.301,5,516.576206073194,757.592156862745,2,0,0.301
"t._j.",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,794.196259508783,419.211764705882,2.25,2,0.4771
"salas",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,486.126603289572,771.674509803922,1.6,6,0.4771
"sabah",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,489.213770759548,869.490196078431,2,0,0.4771
"pu_yi",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,737.047298484808,733.086274509804,2.75,0,0.4771
"posie",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,518.58590791681,815.862745098039,1.95,1,0.4771
"ponti",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,551.152112125973,804.686274509804,2,0,0.4771
"pawel",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,587.774295884039,851.792156862745,1.95,0,0.4771
"mcnab",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,530.713757445033,877.964705882353,2.65,0,0.4771
"kiryk",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,645.02082212695,811.219607843137,2.2,0,0.4771
"kazim",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,560.244410122582,826.090196078431,1.95,0,0.4771
"karol",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,553.883355968009,774.019607843137,1.95,0,0.4771
"jinno",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,584.186481328611,761.023529411765,1.95,1,0.4771
"hasan",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,450.615373827213,834.956862745098,1.95,0,0.4771
"gadge",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,577.024120576252,957.286274509804,1.9,2,0.4771
"fasar",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,500.884476162579,774.435294117647,1.85,3,0.4771
"elwin",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,590.018777017371,765.945098039216,1.85,3,0.4771
"damas",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,515.574927879707,894.866666666667,1.65,5,0.4771
"dallo",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,592.401826751524,793.427450980392,1.95,0,0.4771
"cleve",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,544.31672746962,731.286274509804,1.9,1,0.4771
"brake",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,521.929305248582,841.050980392157,1.9,0,0.4771
"benin",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,490.892560736381,813.513725490196,1.75,4,0.4771
"arian",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,502.406208114754,747.078431372549,1.75,2,0.4771
"addie",10,2,0,0,10,0.2287,1.0414,0.0248,0.4771,5,545.9839213911,858.662745098039,1.8,0,0.4771
"woolf",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,606.090174775206,792.447058823529,2,0,0.6021
"tyree",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,558.224521786985,776.337254901961,1.9,1,0.6021
"trudi",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,568.957933232143,757.18431372549,1.95,0,0.6021
"skank",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,535.876954348964,856.117647058824,1.85,2,0.6021
"rands",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,482.535037591315,820.062745098039,1.85,3,0.6021
"mypos",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,630.361222805102,917.01568627451,2.55,0,0.6021
"lamia",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,579.006543640543,793.788235294118,2,0,0.6021
"kyung",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,628.071172298707,895.635294117647,2.35,0,0.6021
"judah",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,599.454486547901,856.745098039216,2.5,0,0.6021
"italo",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,577.949516683088,723.301960784314,2,1,0.6021
"groom",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,596.405444749199,873.372549019608,1.9,1,0.6021
"dozer",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,495.991801808999,798.647058823529,1.85,3,0.6021
"coley",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,572.562504549126,776.733333333333,1.75,1,0.6021
"cerie",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,483.249295662131,724.976470588235,1.9,1,0.6021
"böckl",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,595.369650005769,845.886274509804,2.85,0,0.6021
"brest",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,509.632696899493,791.309803921569,1.8,3,0.6021
"artis",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,516.576642789302,720.082352941177,1.8,2,0.6021
"adela",10,3,0,0,10,0.2287,1.0414,0.0372,0.6021,5,532.765723111336,824.164705882353,1.95,0,0.6021
"vikan",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,555.763472070585,769.909803921569,2,0,0.699
"vidal",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,616.743571308107,758.03137254902,1.95,1,0.699
"tilda",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,588.467927107466,769.572549019608,1.95,1,0.699
"teach",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,482.267969713915,799.917647058823,1.9,2,0.699
"syria",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,573.8373747326,756.63137254902,2.05,0,0.699
"ricci",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,542.004922820192,673.137254901961,2.3,2,0.699
"lucio",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,556.502915878891,713.952941176471,1.95,1,0.699
"jerzy",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,615.235445015489,763.290196078431,1.9,1,0.699
"jeong",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,597.436321998242,846.709803921569,2,0,0.699
"izaak",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,525.083178441137,779.050980392157,2.05,2,0.699
"heere",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,464.909917538767,805.811764705882,1.9,1,0.699
"dolph",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,615.206737144835,900.901960784314,2.15,0,0.699
"clary",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,597.88912026558,752.141176470588,1.75,2,0.699
"candi",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,514.069723679422,801.035294117647,1.75,4,0.699
"bitsy",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,590.811652863952,802.792156862745,1.85,2,0.699
"ayres",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,536.539236101865,791.564705882353,1.95,1,0.699
"arnas",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,463.512876911742,777.580392156863,1.95,0,0.699
"amara",10,4,0,0,10,0.2287,1.0414,0.0496,0.699,5,518.031113359785,828.435294117647,1.85,2,0.699
"sheri",10,5,0,0,10,0.2287,1.0414,0.062,0.7782,5,529.795476615273,766.447058823529,1.85,1,0.7782
"sal's",10,5,0,0,10,0.2287,1.0414,0.062,0.7782,5,569.432721753255,634.117647058824,1.75,4,0.7782
"purdy",10,5,0,0,10,0.2287,1.0414,0.062,0.7782,5,611.225045491261,881.341176470588,1.85,3,0.7782
"paley",10,5,0,0,10,0.2287,1.0414,0.062,0.7782,5,599.806424697538,850.101960784314,1.75,3,0.7782
"krupa",10,5,0,0,10,0.2287,1.0414,0.062,0.7782,5,553.76535385544,846.474509803922,1.95,1,0.7782
"huber",10,5,0,0,10,0.2287,1.0414,0.062,0.7782,5,506.176861147356,833.439215686275,1.9,2,0.7782
"britt",10,5,0,0,10,0.2287,1.0414,0.062,0.7782,5,561.392820813251,742.294117647059,2,0,0.7782
"assad",10,5,0,0,10,0.2287,1.0414,0.062,0.7782,5,490.301616382179,842.250980392157,2,1,0.7782
"getty",10,6,0,0,10,0.2287,1.0414,0.0743,0.8451,5,600.002371759025,839.862745098039,1.95,1,0.8451
"freda",10,6,0,0,10,0.2287,1.0414,0.0743,0.8451,5,546.706940413105,821.349019607843,1.85,1,0.8451
"caius",10,6,0,0,10,0.2287,1.0414,0.0743,0.8451,5,472.18998038328,740.258823529412,1.9,2,0.8451
"breen",10,6,0,0,10,0.2287,1.0414,0.0743,0.8451,5,485.075844806007,817.160784313725,1.85,2,0.8451
"todds",10,7,0,0,10,0.2287,1.0414,0.0867,0.9031,5,534.34258603396,866.862745098039,1.85,3,0.9031
"somme",10,7,0,0,10,0.2287,1.0414,0.0867,0.9031,5,553.441285649615,893.6,1.85,2,0.9031
"padua",10,7,0,0,10,0.2287,1.0414,0.0867,0.9031,5,518.776033872127,893.976470588235,2,0,0.9031
"lille",10,7,0,0,10,0.2287,1.0414,0.0867,0.9031,5,652.364924240407,689.41568627451,1.9,2,0.9031
"jesús",10,7,0,0,10,0.2287,1.0414,0.0867,0.9031,5,543.678497057491,795.917647058823,2.35,0,0.9031
"forty",10,7,0,0,10,0.2287,1.0414,0.0867,0.9031,5,600.603713862186,773.454901960784,2,0,0.9031
"edsel",10,7,0,0,10,0.2287,1.0414,0.0867,0.9031,5,544.540972314684,817.443137254902,2.4,0,0.9031
"rouen",10,8,0,0,10,0.2287,1.0414,0.0991,0.9542,5,467.478811280057,767.266666666667,1.9,2,0.9542
"outer",10,8,0,0,10,0.2287,1.0414,0.0991,0.9542,5,489.587963678002,745.847058823529,1.85,1,0.9542
"mike.",10,8,0,0,10,0.2287,1.0414,0.0991,0.9542,5,620.193841592771,715.603921568627,1.95,1,0.9542
"lurch",10,8,0,0,10,0.2287,1.0414,0.0991,0.9542,5,554.317592025493,752.145098039216,2.1,1,0.9542
"jakes",10,8,0,0,10,0.2287,1.0414,0.0991,0.9542,5,555.41992561624,815.152941176471,1.7,6,0.9542
"usher",10,9,0,0,10,0.2287,1.0414,0.1115,1,5,487.965394686621,791.56862745098,1.9,0,1
"wltte",10,10,0,0,10,0.2287,1.0414,0.1239,1.0414,5,591.202226186989,760.945098039216,1.95,1,1.0414
"klute",10,3,1,0,10,0.2287,1.0414,0.0372,0.6021,5,560.376014344171,775.572549019608,1.85,2,0.6021
"halio",10,3,1,0,10,0.2287,1.0414,0.0372,0.6021,5,545.106240957224,770.811764705882,2,0,0.6021
"t-bal",10,3,1,1,10,0.2287,1.0414,0.0372,0.6021,5,617.294190433077,691.949019607843,2.1,2,0.6021
"nishi",10,3,1,1,10,0.2287,1.0414,0.0372,0.6021,5,541.816000497075,762.8,1.9,1,0.6021
"nafta",10,5,1,1,10,0.2287,1.0414,0.062,0.7782,5,497.060128351929,791.639215686274,1.95,1,0.7782
"watsu",10,6,1,1,10,0.2287,1.0414,0.0743,0.8451,5,508.885395751782,793.309803921569,2,0,0.8451
"we-we",10,7,1,1,10,0.2287,1.0414,0.0867,0.9031,5,586.836705456288,738.278431372549,2.4,0,0.9031
"campo",10,8,1,1,10,0.2287,1.0414,0.0991,0.9542,5,554.206719392148,887.650980392157,1.85,1,0.9542
"wants",10,2,3,1,10,0.2287,1.0414,0.0248,0.4771,5,497.491314497732,806.027450980392,1.9,2,0.4771
"bride",10,7,3,1,10,0.2287,1.0414,0.0867,0.9031,5,550.379492095616,822.949019607843,1.75,1,0.9031
"bairn",10,1,9,1,10,0.2287,1.0414,0.0124,0.301,5,508.783140272859,783.372549019608,1.85,2,0.301
"lshbo",10,1,10,1,10,0.2287,1.0414,0.0124,0.301,5,574.028968835157,837.607843137255,2.75,0,0.301
"lmara",10,1,10,1,10,0.2287,1.0414,0.0124,0.301,5,580.210017841451,800.341176470588,1.95,1,0.301
"gwilo",10,1,10,1,10,0.2287,1.0414,0.0124,0.301,5,643.15998011699,814.054901960784,2.35,0,0.301
"naked",10,10,2,2,10,0.2287,1.0414,0.1239,1.0414,5,510.57078262722,878.525490196078,1.9,1,1.0414
"fries",10,6,3,2,10,0.2287,1.0414,0.0743,0.8451,5,538.302022918719,737.211764705882,1.75,4,0.8451
"yummy",10,5,6,2,10,0.2287,1.0414,0.062,0.7782,5,702.308435189377,926.933333333333,2.1,1,0.7782
"guest",10,3,7,2,10,0.2287,1.0414,0.0372,0.6021,5,522.40225281602,826.098039215686,1.95,1,0.6021
"doebe",10,2,10,2,10,0.2287,1.0414,0.0248,0.4771,5,508.515481230971,883.619607843137,2,0,0.4771
"maman",10,5,3,3,10,0.2287,1.0414,0.062,0.7782,5,539.029929255541,906.760784313725,1.8,2,0.7782
"vamos",10,10,3,3,10,0.2287,1.0414,0.1239,1.0414,5,525.878310654275,817.396078431373,1.95,1,1.0414
"alive",10,10,3,3,10,0.2287,1.0414,0.1239,1.0414,5,574.325220355231,714.403921568627,1.85,2,1.0414
"raves",10,5,4,3,10,0.2287,1.0414,0.062,0.7782,5,476.905094133624,743.474509803922,1.65,4,0.7782
"oh-oh",10,6,4,3,10,0.2287,1.0414,0.0743,0.8451,5,563.884000390559,751.533333333333,2.55,1,0.8451
"ready",10,9,4,3,10,0.2287,1.0414,0.1115,1,5,555.876112871586,839.623529411765,1.9,1,1
"fifty",10,6,7,3,10,0.2287,1.0414,0.0743,0.8451,5,663.190255549934,769.305882352941,2.2,0,0.8451
